log_time,frame,PersistentLevel,X,Y,Z,FPS,FPSMs,GameThread,RenderThread,GPUFrame,RHIThreadTime,ActorName,ElapsedTime
2026.07.31-05.08.45:937,320,PL_SampleFPS,0.000000,0.000000,0.000000,57.697506,17.331772,14.077353,9.890390,17.146210,8.194950,,17.097991
2026.07.31-05.08.45:973,322,PL_SampleFPS,0.000000,0.000000,0.000000,56.652939,17.651335,13.724537,9.373997,17.098097,8.502220,,17.133486
2026.07.31-05.08.46:008,324,PL_SampleFPS,0.000000,0.000000,0.000000,57.197063,17.483416,13.899661,9.175778,17.324541,8.074351,,17.168580
2026.07.31-05.08.46:043,326,PL_SampleFPS,0.000000,0.000000,0.000000,56.737270,17.625099,14.069654,10.388824,17.691469,8.883904,,17.203731
2026.07.31-05.08.46:078,328,PL_SampleFPS,0.000000,0.000000,0.000000,56.331345,17.752106,14.707931,9.125742,17.168661,8.286040,,17.239285
2026.07.31-05.08.46:113,330,PL_SampleFPS,0.000000,0.000000,0.000000,56.734695,17.625898,15.134517,9.281623,17.269373,7.841493,,17.274215
2026.07.31-05.08.46:149,332,PL_SampleFPS,0.000000,0.000000,0.000000,54.577141,18.322689,16.108288,10.105288,17.258469,8.524673,,17.309873
2026.07.31-05.08.46:184,334,PL_SampleFPS,0.000000,0.000000,0.000000,55.918472,17.883179,14.119049,9.044915,16.936443,7.815192,,17.344751
2026.07.31-05.08.46:219,336,PL_SampleFPS,0.000000,0.000000,0.000000,57.203270,17.481518,13.033659,9.166798,17.171227,8.344416,,17.379735
2026.07.31-05.08.46:254,338,PL_SampleFPS,0.000000,0.000000,0.000000,55.797043,17.922096,14.743212,9.361808,17.089117,7.872284,,17.414852
2026.07.31-05.08.46:289,340,PL_SampleFPS,0.000000,0.000000,0.000000,56.394501,17.732225,14.516768,9.369506,17.313637,8.049974,,17.450239
2026.07.31-05.08.46:324,342,PL_SampleFPS,0.000000,0.000000,0.000000,55.861774,17.901329,15.652836,10.060384,17.372652,8.762021,,17.485464
2026.07.31-05.08.46:378,345,PL_SampleFPS,0.000000,0.000000,0.000000,55.343555,18.068951,15.160818,9.645986,17.112852,8.044843,,17.539124
2026.07.31-05.08.46:429,348,PL_SampleFPS,0.000000,0.000000,0.000000,55.910908,17.885597,14.488544,9.378487,16.567591,8.039069,,17.590415
2026.07.31-05.08.46:482,351,PL_SampleFPS,0.000000,0.000000,0.000000,58.269009,17.161781,12.467229,9.556178,17.212923,8.609348,,17.642891
2026.07.31-05.08.46:517,353,PL_SampleFPS,0.000000,0.000000,0.000000,58.210835,17.178932,12.877137,10.384333,16.969160,8.623461,,17.677961
2026.07.31-05.08.46:552,355,PL_SampleFPS,0.000000,0.000000,0.000000,56.772995,17.614008,14.303796,9.889108,17.101946,8.085897,,17.713002
2026.07.31-05.08.46:587,357,PL_SampleFPS,0.000000,0.000000,0.000000,56.002815,17.856245,14.776569,9.579271,16.919125,7.852398,,17.747600
2026.07.31-05.08.46:638,360,PL_SampleFPS,0.000000,0.000000,0.000000,58.517628,17.088867,12.220900,10.547911,17.178925,8.942920,,17.799327
2026.07.31-05.08.46:674,362,PL_SampleFPS,0.000000,0.000000,0.000000,56.331200,17.752151,13.909284,8.893525,17.173151,7.636859,,17.834523
2026.07.31-05.08.46:709,364,PL_SampleFPS,0.000000,0.000000,0.000000,55.674755,17.961462,14.263383,9.582479,17.056400,7.790174,,17.869582
2026.07.31-05.08.46:761,367,PL_SampleFPS,0.000000,0.000000,0.000000,57.569180,17.370405,12.156110,10.249621,17.344427,8.620254,,17.922426
2026.07.31-05.08.46:796,369,PL_SampleFPS,0.000000,0.000000,0.000000,58.312405,17.149010,12.109282,9.158458,17.040363,8.189177,,17.956935
2026.07.31-05.08.46:831,371,PL_SampleFPS,0.000000,0.000000,0.000000,57.852253,17.285412,12.052190,9.220040,17.232168,7.931300,,17.991706
2026.07.31-05.08.46:866,373,PL_SampleFPS,0.000000,0.000000,0.000000,56.055401,17.839495,14.190895,9.085329,17.438084,7.732440,,18.027367
2026.07.31-05.08.46:918,376,PL_SampleFPS,0.000000,0.000000,0.000000,56.239204,17.781191,13.635370,8.991673,16.939009,7.930659,,18.078950
2026.07.31-05.08.46:969,379,PL_SampleFPS,0.000000,0.000000,0.000000,58.358658,17.135418,11.745561,10.204076,16.623400,8.137217,,18.130403
2026.07.31-05.08.47:004,381,PL_SampleFPS,0.000000,0.000000,0.000000,56.513596,17.694857,13.938150,9.945558,16.616985,7.760024,,18.164625
2026.07.31-05.08.47:055,384,PL_SampleFPS,0.000000,0.000000,0.000000,59.171665,16.899981,12.111206,8.920467,16.965311,8.450260,,18.215869
2026.07.31-05.08.47:090,386,PL_SampleFPS,0.000000,0.000000,0.000000,56.443272,17.716904,13.841287,9.992386,17.007008,8.391886,,18.251009
2026.07.31-05.08.47:124,388,PL_SampleFPS,0.000000,0.000000,0.000000,56.693520,17.638700,14.294815,10.312487,16.672153,8.710703,,18.285083
2026.07.31-05.08.47:176,391,PL_SampleFPS,0.000000,0.000000,0.000000,58.643005,17.052332,12.190750,10.000084,16.990328,8.247552,,18.336761
2026.07.31-05.08.47:210,393,PL_SampleFPS,0.000000,0.000000,0.000000,58.603199,17.063915,12.025888,10.228452,17.112852,8.185328,,18.371205
2026.07.31-05.08.47:244,395,PL_SampleFPS,0.000000,0.000000,0.000000,59.048065,16.935356,13.305006,9.744774,16.906294,8.723533,,18.405364
2026.07.31-05.08.47:279,397,PL_SampleFPS,0.000000,0.000000,0.000000,59.634563,16.768799,12.374214,9.976349,16.928745,8.601650,,18.439601
2026.07.31-05.08.47:313,399,PL_SampleFPS,0.000000,0.000000,0.000000,59.730156,16.741962,11.834085,9.733227,16.801090,8.048692,,18.473850
2026.07.31-05.08.47:347,401,PL_SampleFPS,0.000000,0.000000,0.000000,59.568989,16.787258,11.573001,8.922392,16.860748,7.738855,,18.508421
2026.07.31-05.08.47:381,403,PL_SampleFPS,0.000000,0.000000,0.000000,59.481052,16.812077,11.870008,10.059742,16.574005,8.051899,,18.542343
2026.07.31-05.08.47:415,405,PL_SampleFPS,0.000000,0.000000,0.000000,59.452946,16.820024,13.095242,10.542137,16.668304,8.620254,,18.576201
2026.07.31-05.08.47:450,407,PL_SampleFPS,0.000000,0.000000,0.000000,58.101692,17.211203,13.963168,9.249549,16.820976,7.782476,,18.611079
2026.07.31-05.08.47:486,409,PL_SampleFPS,0.000000,0.000000,0.000000,56.440598,17.717743,16.059536,9.943634,16.797241,9.183475,,18.647242
2026.07.31-05.08.47:535,412,PL_SampleFPS,0.000000,0.000000,0.000000,59.112728,16.916830,15.482201,9.942350,16.452124,8.008278,,18.696264
2026.07.31-05.08.47:586,415,PL_SampleFPS,0.000000,0.000000,0.000000,59.581635,16.783695,14.124822,8.986541,16.464954,7.911414,,18.746610
2026.07.31-05.08.47:636,418,PL_SampleFPS,0.000000,0.000000,0.000000,60.379459,16.561924,12.454399,10.374710,16.316130,8.350830,,18.796619
2026.07.31-05.08.47:669,420,PL_SampleFPS,0.000000,0.000000,0.000000,60.924870,16.413658,12.895740,9.996877,16.572723,7.723460,,18.830061
2026.07.31-05.08.47:703,422,PL_SampleFPS,0.000000,0.000000,0.000000,59.016335,16.944462,13.847701,8.747909,16.425823,7.671500,,18.863681
2026.07.31-05.08.47:753,425,PL_SampleFPS,0.000000,0.000000,0.000000,60.106815,16.637049,12.395383,9.860882,16.266735,9.345130,,18.914202
2026.07.31-05.08.47:787,427,PL_SampleFPS,0.000000,0.000000,0.000000,58.310032,17.149708,14.589897,9.363091,16.718981,7.664443,,18.948425
2026.07.31-05.08.47:837,430,PL_SampleFPS,0.000000,0.000000,0.000000,60.227234,16.603785,12.298519,10.545345,16.238510,9.336790,,18.998250
2026.07.31-05.08.47:871,432,PL_SampleFPS,0.000000,0.000000,0.000000,59.880051,16.700052,12.466588,9.309207,16.274433,7.856888,,19.031666
2026.07.31-05.08.47:922,435,PL_SampleFPS,0.000000,0.000000,0.000000,59.635120,16.768642,13.061243,10.608211,16.828674,8.782549,,19.082979
2026.07.31-05.08.47:956,437,PL_SampleFPS,0.000000,0.000000,0.000000,59.487495,16.810255,12.004078,9.689606,16.833807,8.145555,,19.117300
2026.07.31-05.08.47:991,439,PL_SampleFPS,0.000000,0.000000,0.000000,58.958626,16.961046,12.121469,10.402936,16.742716,8.530446,,19.151622
2026.07.31-05.08.48:025,441,PL_SampleFPS,0.000000,0.000000,0.000000,58.861927,16.988911,12.678919,10.740355,16.799166,8.591387,,19.185950
2026.07.31-05.08.48:059,443,PL_SampleFPS,0.000000,0.000000,0.000000,58.619709,17.059109,12.238219,10.245772,16.795317,8.346340,,19.220439
2026.07.31-05.08.48:094,445,PL_SampleFPS,0.000000,0.000000,0.000000,57.063263,17.524410,14.000375,9.706285,16.816486,8.067295,,19.254562
2026.07.31-05.08.48:145,448,PL_SampleFPS,0.000000,0.000000,0.000000,58.636684,17.054171,11.910421,9.271359,16.609928,8.049974,,19.306153
2026.07.31-05.08.48:179,450,PL_SampleFPS,0.000000,0.000000,0.000000,58.362980,17.134150,12.693031,9.248265,16.277639,7.998656,,19.339629
2026.07.31-05.08.48:230,453,PL_SampleFPS,0.000000,0.000000,0.000000,60.097755,16.639557,12.165091,10.166228,16.745281,8.441279,,19.390912
2026.07.31-05.08.48:264,455,PL_SampleFPS,0.000000,0.000000,0.000000,57.389145,17.424898,14.469940,9.519613,16.611212,8.045485,,19.424927
2026.07.31-05.08.48:315,458,PL_SampleFPS,0.000000,0.000000,0.000000,58.909725,16.975126,12.470436,10.023177,16.507933,8.533653,,19.476265
2026.07.31-05.08.48:349,460,PL_SampleFPS,0.000000,0.000000,0.000000,58.718575,17.030386,12.170864,9.203362,16.878069,7.913980,,19.510163
2026.07.31-05.08.48:384,462,PL_SampleFPS,0.000000,0.000000,0.000000,58.425488,17.115818,12.133657,9.660739,16.314846,8.296946,,19.544597
2026.07.31-05.08.48:418,464,PL_SampleFPS,0.000000,0.000000,0.000000,59.026817,16.941452,12.032945,10.565872,16.660606,8.386753,,19.578832
2026.07.31-05.08.48:451,466,PL_SampleFPS,0.000000,0.000000,0.000000,58.852921,16.991510,12.009851,10.495951,16.302017,8.384188,,19.612354
2026.07.31-05.08.48:485,468,PL_SampleFPS,0.000000,0.000000,0.000000,57.781914,17.306454,13.758535,9.426598,16.427107,8.303361,,19.645780
2026.07.31-05.08.48:519,470,PL_SampleFPS,0.000000,0.000000,0.000000,58.001793,17.240847,14.215913,9.747981,16.348204,8.224458,,19.679583
2026.07.31-05.08.48:568,473,PL_SampleFPS,0.000000,0.000000,0.000000,60.365902,16.565643,12.237578,10.252187,16.333448,8.412413,,19.728972
2026.07.31-05.08.48:601,475,PL_SampleFPS,0.000000,0.000000,0.000000,60.165245,16.620892,12.559603,9.458031,16.077497,8.083332,,19.762309
2026.07.31-05.08.48:651,478,PL_SampleFPS,0.000000,0.000000,0.000000,58.668644,17.044880,14.471865,8.851188,16.158325,7.820965,,19.811826
2026.07.31-05.08.48:701,481,PL_SampleFPS,0.000000,0.000000,0.000000,61.294102,16.314783,12.005362,9.275849,16.460463,7.885113,,19.861714
2026.07.31-05.08.48:734,483,PL_SampleFPS,0.000000,0.000000,0.000000,60.694920,16.475843,12.081057,9.604930,16.389900,7.720252,,19.895146
2026.07.31-05.08.48:767,485,PL_SampleFPS,0.000000,0.000000,0.000000,59.074139,16.927881,13.621900,8.802435,16.223114,7.698442,,19.928175
2026.07.31-05.08.48:817,488,PL_SampleFPS,0.000000,0.000000,0.000000,61.079502,16.372105,12.521113,10.116834,16.064026,8.336077,,19.977857
2026.07.31-05.08.48:867,491,PL_SampleFPS,0.000000,0.000000,0.000000,58.001541,17.240921,14.861887,9.848053,16.292395,7.871001,,20.027768
2026.07.31-05.08.48:901,493,PL_SampleFPS,0.000000,0.000000,0.000000,57.587727,17.364811,15.253191,10.410633,16.747849,8.654252,,20.061926
2026.07.31-05.08.48:951,496,PL_SampleFPS,0.000000,0.000000,0.000000,60.357056,16.568071,12.369082,9.424032,16.521404,7.838285,,20.111948
2026.07.31-05.08.48:985,498,PL_SampleFPS,0.000000,0.000000,0.000000,57.872055,17.279497,14.220403,9.287396,16.680492,7.717686,,20.146164
2026.07.31-05.08.49:019,500,PL_SampleFPS,0.000000,0.000000,0.000000,57.611477,17.357653,14.566163,9.012199,16.840221,8.332228,,20.180310
2026.07.31-05.08.49:053,502,PL_SampleFPS,0.000000,0.000000,0.000000,58.422401,17.116722,13.858606,8.862093,16.540007,7.891528,,20.213741
2026.07.31-05.08.49:104,505,PL_SampleFPS,0.000000,0.000000,0.000000,59.424049,16.828203,12.377421,9.193740,16.683058,8.458600,,20.265117
2026.07.31-05.08.49:138,507,PL_SampleFPS,0.000000,0.000000,0.000000,57.287628,17.455776,14.703440,9.333583,16.523970,7.832512,,20.298876
2026.07.31-05.08.49:188,510,PL_SampleFPS,0.000000,0.000000,0.000000,57.823483,17.294012,14.011921,10.218188,16.039009,8.311700,,20.349009
2026.07.31-05.08.49:238,513,PL_SampleFPS,0.000000,0.000000,0.000000,58.148308,17.197405,14.875358,9.570931,16.522045,8.302719,,20.399455
2026.07.31-05.08.49:288,516,PL_SampleFPS,0.000000,0.000000,0.000000,60.791546,16.449656,11.604434,9.815337,16.275074,8.565085,,20.449195
2026.07.31-05.08.49:321,518,PL_SampleFPS,0.000000,0.000000,0.000000,60.319508,16.578384,11.812275,9.566442,16.257113,8.069860,,20.482415
2026.07.31-05.08.49:355,520,PL_SampleFPS,0.000000,0.000000,0.000000,58.579166,17.070915,14.405792,10.023819,16.153193,8.347623,,20.515516
2026.07.31-05.08.49:405,523,PL_SampleFPS,0.000000,0.000000,0.000000,58.995110,16.950558,15.971011,9.903862,17.139793,8.316832,,20.566211
2026.07.31-05.08.49:439,525,PL_SampleFPS,0.000000,0.000000,0.000000,58.160892,17.193684,14.299947,8.797303,16.321260,7.823531,,20.599707
2026.07.31-05.08.49:489,528,PL_SampleFPS,0.000000,0.000000,0.000000,61.042614,16.381998,12.233729,9.731302,16.278923,8.024957,,20.649534
2026.07.31-05.08.49:522,530,PL_SampleFPS,0.000000,0.000000,0.000000,58.646412,17.051342,14.315343,9.467653,15.984483,7.781835,,20.682551
2026.07.31-05.08.49:555,532,PL_SampleFPS,0.000000,0.000000,0.000000,58.727745,17.027727,14.638009,8.944202,16.207718,7.686254,,20.715548
2026.07.31-05.08.49:604,535,PL_SampleFPS,0.000000,0.000000,0.000000,61.036682,16.383591,13.464736,9.756962,16.253906,7.833153,,20.765051
2026.07.31-05.08.49:637,537,PL_SampleFPS,0.000000,0.000000,0.000000,60.562500,16.511868,12.739860,9.735793,16.067875,8.122462,,20.798242
2026.07.31-05.08.49:670,539,PL_SampleFPS,0.000000,0.000000,0.000000,58.464905,17.104279,15.567518,9.606214,16.041574,8.384188,,20.831168
2026.07.31-05.08.49:720,542,PL_SampleFPS,0.000000,0.000000,0.000000,60.364677,16.565979,14.236441,9.535650,16.577854,7.803004,,20.880695
2026.07.31-05.08.49:770,545,PL_SampleFPS,0.000000,0.000000,0.000000,58.306561,17.150728,14.927959,8.844131,16.480349,7.736931,,20.930880
2026.07.31-05.08.49:821,548,PL_SampleFPS,0.000000,0.000000,0.000000,58.764816,17.016985,14.626462,8.874923,16.586836,7.608634,,20.981565
2026.07.31-05.08.49:872,551,PL_SampleFPS,0.000000,0.000000,0.000000,56.477180,17.706266,17.980778,9.402222,16.209642,7.760024,,21.032899
2026.07.31-05.08.49:922,554,PL_SampleFPS,0.000000,0.000000,0.000000,59.530823,16.798021,13.924680,9.683191,16.901804,8.108350,,21.082758
2026.07.31-05.08.49:956,556,PL_SampleFPS,0.000000,0.000000,0.000000,58.636047,17.054356,15.125536,9.497803,16.442501,8.281550,,21.116728
2026.07.31-05.08.50:006,559,PL_SampleFPS,0.000000,0.000000,0.000000,60.736889,16.464458,12.306858,9.997519,16.336016,8.306568,,21.166754
2026.07.31-05.08.50:040,561,PL_SampleFPS,0.000000,0.000000,0.000000,58.925621,16.970547,13.793817,9.238002,16.736301,7.726026,,21.200722
2026.07.31-05.08.50:091,564,PL_SampleFPS,0.000000,0.000000,0.000000,57.677246,17.337860,14.222969,8.780624,17.078854,7.707423,,21.252010
2026.07.31-05.08.50:127,566,PL_SampleFPS,0.000000,0.000000,0.000000,54.842960,18.233881,17.547136,10.591532,16.443144,8.158385,,21.288268
2026.07.31-05.08.50:177,569,PL_SampleFPS,0.000000,0.000000,0.000000,60.034760,16.657017,11.953401,9.336149,16.491896,8.351472,,21.337817
2026.07.31-05.08.50:211,571,PL_SampleFPS,0.000000,0.000000,0.000000,60.044209,16.654396,12.348555,10.501082,16.898596,8.126953,,21.371840
2026.07.31-05.08.50:245,573,PL_SampleFPS,0.000000,0.000000,0.000000,60.221188,16.605452,11.664092,9.971859,16.504084,8.225100,,21.405851
2026.07.31-05.08.50:279,575,PL_SampleFPS,0.000000,0.000000,0.000000,59.845493,16.709696,11.784049,10.605644,16.931313,8.235363,,21.440332
2026.07.31-05.08.50:314,577,PL_SampleFPS,0.000000,0.000000,0.000000,58.917946,16.972757,12.362667,10.539572,16.514990,9.029520,,21.474570
2026.07.31-05.08.50:348,579,PL_SampleFPS,0.000000,0.000000,0.000000,57.467915,17.401014,14.403868,9.959029,16.575289,8.019825,,21.508829
2026.07.31-05.08.50:398,582,PL_SampleFPS,0.000000,0.000000,0.000000,59.791210,16.724867,12.610922,9.702435,16.677925,8.170573,,21.559125
2026.07.31-05.08.50:432,584,PL_SampleFPS,0.000000,0.000000,0.000000,59.723515,16.743824,12.573074,9.297018,16.802374,8.198799,,21.593075
2026.07.31-05.08.50:467,586,PL_SampleFPS,0.000000,0.000000,0.000000,59.567650,16.787636,12.456324,10.345843,16.999950,8.420111,,21.627667
2026.07.31-05.08.50:502,588,PL_SampleFPS,0.000000,0.000000,0.000000,58.598862,17.065178,11.932874,9.279057,17.513138,7.951186,,21.663199
2026.07.31-05.08.50:537,590,PL_SampleFPS,0.000000,0.000000,0.000000,58.118927,17.206099,12.451192,9.916050,17.189188,8.805000,,21.698235
2026.07.31-05.08.50:572,592,PL_SampleFPS,0.000000,0.000000,0.000000,58.295063,17.154112,12.760387,9.960954,17.089758,8.541351,,21.733181
2026.07.31-05.08.50:606,594,PL_SampleFPS,0.000000,0.000000,0.000000,58.822163,17.000395,12.048982,10.048837,16.752979,7.758741,,21.767212
2026.07.31-05.08.50:641,596,PL_SampleFPS,0.000000,0.000000,0.000000,58.496731,17.094973,12.049623,9.499727,17.153265,7.958242,,21.802221
2026.07.31-05.08.50:676,598,PL_SampleFPS,0.000000,0.000000,0.000000,56.135986,17.813885,13.818834,8.955108,17.212282,8.053823,,21.837323
2026.07.31-05.08.50:712,600,PL_SampleFPS,0.000000,0.000000,0.000000,56.280430,17.768166,13.866946,9.216833,17.538797,8.109632,,21.873135
2026.07.31-05.08.50:747,602,PL_SampleFPS,0.000000,0.000000,0.000000,57.595669,17.362417,12.685333,9.821111,17.420122,8.103218,,21.908177
2026.07.31-05.08.50:782,604,PL_SampleFPS,0.000000,0.000000,0.000000,55.467949,18.028429,13.990752,9.075706,17.065382,7.908207,,21.943330
2026.07.31-05.08.50:835,607,PL_SampleFPS,0.000000,0.000000,0.000000,57.622810,17.354239,12.036794,9.683191,17.181490,8.144915,,21.995634
2026.07.31-05.08.50:870,609,PL_SampleFPS,0.000000,0.000000,0.000000,57.844555,17.287712,12.001513,9.327168,17.230244,7.688819,,22.030768
2026.07.31-05.08.50:905,611,PL_SampleFPS,0.000000,0.000000,0.000000,57.435371,17.410873,12.523038,9.156533,17.109003,7.641350,,22.065785
2026.07.31-05.08.50:939,613,PL_SampleFPS,0.000000,0.000000,0.000000,55.549644,18.001915,14.236441,9.065443,16.703585,7.516902,,22.099945
2026.07.31-05.08.50:973,615,PL_SampleFPS,0.000000,0.000000,0.000000,56.634922,17.656950,13.994601,9.103291,16.664455,8.043560,,22.134244
2026.07.31-05.08.51:008,617,PL_SampleFPS,0.000000,0.000000,0.000000,56.012951,17.853014,14.809285,9.910918,16.820335,7.631086,,22.168981
2026.07.31-05.08.51:061,620,PL_SampleFPS,0.000000,0.000000,0.000000,58.169094,17.191259,11.901441,10.037291,17.275146,8.677987,,22.221628
2026.07.31-05.08.51:096,622,PL_SampleFPS,0.000000,0.000000,0.000000,57.358368,17.434248,12.886118,10.700584,17.247562,8.184045,,22.256940
2026.07.31-05.08.51:131,624,PL_SampleFPS,0.000000,0.000000,0.000000,58.064964,17.222090,12.654542,9.353469,17.199451,7.611842,,22.292151
2026.07.31-05.08.51:167,626,PL_SampleFPS,0.000000,0.000000,0.000000,57.390312,17.424543,12.406288,10.539572,17.234093,8.526597,,22.327692
2026.07.31-05.08.51:201,628,PL_SampleFPS,0.000000,0.000000,0.000000,58.234791,17.171865,11.671790,9.234795,16.940933,7.818399,,22.362304
2026.07.31-05.08.51:236,630,PL_SampleFPS,0.000000,0.000000,0.000000,58.899273,16.978138,12.413344,9.670362,16.645210,8.533011,,22.396729
2026.07.31-05.08.51:270,632,PL_SampleFPS,0.000000,0.000000,0.000000,58.647945,17.050896,12.247200,10.309279,16.968517,8.240496,,22.431076
2026.07.31-05.08.51:304,634,PL_SampleFPS,0.000000,0.000000,0.000000,57.059467,17.525576,14.328173,9.171929,17.035873,7.771571,,22.465250
2026.07.31-05.08.51:356,637,PL_SampleFPS,0.000000,0.000000,0.000000,57.054829,17.527000,13.600089,8.888393,16.747206,7.634294,,22.516694
2026.07.31-05.08.51:390,639,PL_SampleFPS,0.000000,0.000000,0.000000,57.504505,17.389942,14.196669,9.377845,16.289829,8.490674,,22.550702
2026.07.31-05.08.51:440,642,PL_SampleFPS,0.000000,0.000000,0.000000,60.247463,16.598209,12.016908,9.114196,16.500877,8.198799,,22.600863
2026.07.31-05.08.51:474,644,PL_SampleFPS,0.000000,0.000000,0.000000,57.931915,17.261642,13.768799,9.358601,16.193605,8.179554,,22.634514
2026.07.31-05.08.51:507,646,PL_SampleFPS,0.000000,0.000000,0.000000,58.057877,17.224192,13.849626,9.763377,16.269943,8.278984,,22.668324
2026.07.31-05.08.51:541,648,PL_SampleFPS,0.000000,0.000000,0.000000,58.280266,17.158466,14.007431,8.842207,16.244925,7.321891,,22.701497
2026.07.31-05.08.51:574,650,PL_SampleFPS,0.000000,0.000000,0.000000,58.694862,17.037266,14.119690,9.729378,16.302017,8.943561,,22.735013
2026.07.31-05.08.51:608,652,PL_SampleFPS,0.000000,0.000000,0.000000,59.235413,16.881794,14.302513,9.914125,16.294319,8.101934,,22.768633
2026.07.31-05.08.51:658,655,PL_SampleFPS,0.000000,0.000000,0.000000,57.995766,17.242638,14.577709,9.821111,16.468801,8.157103,,22.819325
2026.07.31-05.08.51:709,658,PL_SampleFPS,0.000000,0.000000,0.000000,60.658550,16.485722,11.956609,9.068650,16.872936,8.170573,,22.869721
2026.07.31-05.08.51:743,660,PL_SampleFPS,0.000000,0.000000,0.000000,59.649307,16.764654,12.650052,9.024388,16.540649,7.942847,,22.903897
2026.07.31-05.08.51:777,662,PL_SampleFPS,0.000000,0.000000,0.000000,59.223675,16.885139,12.518548,9.851901,16.346279,7.519468,,22.937728
2026.07.31-05.08.51:810,664,PL_SampleFPS,0.000000,0.000000,0.000000,59.308208,16.861073,12.187542,10.488253,16.318695,8.113482,,22.971371
2026.07.31-05.08.51:845,666,PL_SampleFPS,0.000000,0.000000,0.000000,59.335579,16.853294,12.388327,9.246341,16.935162,7.970431,,23.005550
2026.07.31-05.08.51:880,668,PL_SampleFPS,0.000000,0.000000,0.000000,58.224766,17.174822,12.430665,10.659529,17.117983,8.207780,,23.040734
2026.07.31-05.08.51:914,670,PL_SampleFPS,0.000000,0.000000,0.000000,58.355064,17.136473,11.923893,9.681909,16.784412,7.935791,,23.075338
