log_time,frame,PersistentLevel,X,Y,Z,FPS,FPSMs,GameThread,RenderThread,GPUFrame,RHIThreadTime,ActorName,ElapsedTime
2026.07.31-05.08.44:302,294,PL_Level1,0.0,0.0,0.0,61.786586,16.184743,6.242882,5.127715,8.196943,2.00097,,0.302715
2026.07.31-05.08.44:319,296,PL_Level1,0.0,0.0,0.0,60.623204,16.495334,7.334364,4.607317,8.514575,3.19032,,0.31921
2026.07.31-05.08.44:335,298,PL_Level1,0.0,0.0,0.0,62.765774,15.93225,6.551853,4.122411,9.13804,2.143428,,0.335143
2026.07.31-05.08.44:351,300,PL_Level1,0.0,0.0,0.0,60.184783,16.615496,7.321566,4.574342,9.439196,2.666269,,0.351758
2026.07.31-05.08.44:368,302,PL_Level1,0.0,0.0,0.0,58.510886,17.090837,6.029395,4.297474,9.668833,2.667801,,0.368849
2026.07.31-05.08.44:385,304,PL_Level1,0.0,0.0,0.0,61.361126,16.296963,5.757999,4.904453,9.46167,3.02039,,0.385146
2026.07.31-05.08.44:401,306,PL_Level1,0.0,0.0,0.0,60.711913,16.471232,5.887764,4.732442,9.565765,1.834244,,0.401617
2026.07.31-05.08.44:418,308,PL_Level1,0.0,0.0,0.0,58.446449,17.109679,7.364678,5.437926,10.789102,3.223859,,0.418727
2026.07.31-05.08.44:435,310,PL_Level1,0.0,0.0,0.0,59.675499,16.757296,6.096231,5.220424,9.248132,1.90533,,0.435484
2026.07.31-05.08.44:452,312,PL_Level1,0.0,0.0,0.0,60.23469,16.601729,6.103767,4.42912,9.088386,1.900118,,0.452086
2026.07.31-05.08.44:467,314,PL_Level1,0.0,0.0,0.0,63.753821,15.685334,6.408086,4.978245,9.494086,2.921009,,0.467771
2026.07.31-05.08.44:483,316,PL_Level1,0.0,0.0,0.0,62.560758,15.984461,7.124987,4.295664,9.547064,2.00941,,0.483756
2026.07.31-05.08.44:500,318,PL_Level1,0.0,0.0,0.0,61.055268,16.378603,6.661362,4.104401,10.228062,2.639881,,0.500134
2026.07.31-05.08.44:516,320,PL_Level1,0.0,0.0,0.0,62.358846,16.036217,6.787483,5.564876,8.762056,2.347078,,0.516171
2026.07.31-05.08.44:533,322,PL_Level1,0.0,0.0,0.0,58.667365,17.045252,6.285836,4.30731,8.538974,3.297005,,0.533216
2026.07.31-05.08.44:549,324,PL_Level1,0.0,0.0,0.0,60.951505,16.406486,7.242108,4.662312,10.526558,2.923774,,0.549622
2026.07.31-05.08.44:565,326,PL_Level1,0.0,0.0,0.0,62.470917,16.007449,5.692051,5.022355,8.109915,2.136984,,0.56563
2026.07.31-05.08.44:581,328,PL_Level1,0.0,0.0,0.0,62.186256,16.080724,6.083047,4.61577,9.680627,2.916144,,0.58171
2026.07.31-05.08.44:598,330,PL_Level1,0.0,0.0,0.0,61.196087,16.340914,6.460747,4.708159,8.959311,2.00305,,0.598051
2026.07.31-05.08.44:614,332,PL_Level1,0.0,0.0,0.0,62.012712,16.125726,6.008723,5.196882,9.08733,2.605226,,0.614177
2026.07.31-05.08.44:630,334,PL_Level1,0.0,0.0,0.0,62.64047,15.96412,6.647078,4.952316,9.988829,2.796249,,0.630141
2026.07.31-05.08.44:646,336,PL_Level1,0.0,0.0,0.0,62.180448,16.082226,6.720428,4.854223,9.053279,2.739058,,0.646223
2026.07.31-05.08.44:661,338,PL_Level1,0.0,0.0,0.0,63.545168,15.736838,5.841291,5.328992,8.209212,2.607094,,0.66196
2026.07.31-05.08.44:677,340,PL_Level1,0.0,0.0,0.0,62.788861,15.926392,5.58792,4.153784,9.76551,2.91448,,0.677887
2026.07.31-05.08.44:693,342,PL_Level1,0.0,0.0,0.0,63.132745,15.839641,5.66159,4.704005,7.967842,2.464978,,0.693726
2026.07.31-05.08.44:709,344,PL_Level1,0.0,0.0,0.0,64.989189,15.387175,5.38617,4.21465,8.327692,2.967183,,0.709113
2026.07.31-05.08.44:724,346,PL_Level1,0.0,0.0,0.0,63.710952,15.695888,6.914657,3.981745,9.114776,1.796881,,0.724809
2026.07.31-05.08.44:740,348,PL_Level1,0.0,0.0,0.0,65.129798,15.353955,6.328387,5.341693,8.685188,2.081549,,0.740163
2026.07.31-05.08.44:756,350,PL_Level1,0.0,0.0,0.0,61.556958,16.245117,5.910681,5.253715,9.633911,2.896491,,0.756408
2026.07.31-05.08.44:773,352,PL_Level1,0.0,0.0,0.0,60.22045,16.605655,5.965603,4.510404,9.252707,2.172112,,0.773014
2026.07.31-05.08.44:789,354,PL_Level1,0.0,0.0,0.0,62.440635,16.015212,6.91472,4.64831,8.945901,2.310914,,0.789029
2026.07.31-05.08.44:805,356,PL_Level1,0.0,0.0,0.0,62.352365,16.037884,6.913995,4.371966,8.857701,2.843324,,0.805067
2026.07.31-05.08.44:820,358,PL_Level1,0.0,0.0,0.0,64.917278,15.40422,6.820033,4.906021,9.752266,2.370047,,0.820471
2026.07.31-05.08.44:836,360,PL_Level1,0.0,0.0,0.0,61.068157,16.375146,5.992114,4.667649,8.230058,1.944741,,0.836847
2026.07.31-05.08.44:852,362,PL_Level1,0.0,0.0,0.0,62.67762,15.954658,6.417402,5.456274,10.226079,1.874415,,0.852801
2026.07.31-05.08.44:868,364,PL_Level1,0.0,0.0,0.0,63.43405,15.764404,5.709041,4.268299,8.729275,2.051315,,0.868566
2026.07.31-05.08.44:884,366,PL_Level1,0.0,0.0,0.0,63.004386,15.871911,6.818001,4.523219,8.804663,2.06813,,0.884438
2026.07.31-05.08.44:900,368,PL_Level1,0.0,0.0,0.0,62.622481,15.968706,6.247732,5.480164,9.723089,1.815122,,0.900406
2026.07.31-05.08.44:916,370,PL_Level1,0.0,0.0,0.0,63.440746,15.76274,6.613771,5.335184,8.799416,2.891928,,0.916169
2026.07.31-05.08.44:931,372,PL_Level1,0.0,0.0,0.0,64.542219,15.493734,5.469774,4.327664,9.179987,1.987268,,0.931663
2026.07.31-05.08.44:946,374,PL_Level1,0.0,0.0,0.0,65.245417,15.326747,6.556677,4.572074,9.740831,2.762258,,0.946989
2026.07.31-05.08.44:962,376,PL_Level1,0.0,0.0,0.0,63.006773,15.87131,5.919183,5.370383,9.950195,3.132124,,0.962861
2026.07.31-05.08.44:979,378,PL_Level1,0.0,0.0,0.0,61.747083,16.195097,7.033214,5.134873,9.34951,2.157124,,0.979056
2026.07.31-05.08.44:994,380,PL_Level1,0.0,0.0,0.0,65.283461,15.317815,5.64593,4.805627,9.305539,3.017963,,0.994374
2026.07.31-05.08.45:013,382,PL_Level1,0.0,0.0,0.0,51.076147,19.578611,8.399414,6.187935,10.941804,2.332206,,1.013952
2026.07.31-05.08.45:029,384,PL_Level1,0.0,0.0,0.0,65.681674,15.224947,5.532907,5.208426,9.384758,2.508239,,1.029177
2026.07.31-05.08.45:044,386,PL_Level1,0.0,0.0,0.0,65.015338,15.380986,6.403746,4.640711,8.083131,3.062631,,1.044558
2026.07.31-05.08.45:059,388,PL_Level1,0.0,0.0,0.0,65.234063,15.329415,6.559853,4.111012,7.769634,2.772128,,1.059888
2026.07.31-05.08.45:075,390,PL_Level1,0.0,0.0,0.0,64.026381,15.618562,6.069737,4.642967,9.076101,1.920616,,1.075506
2026.07.31-05.08.45:092,392,PL_Level1,0.0,0.0,0.0,59.82539,16.715311,6.258768,5.397187,8.897573,2.101671,,1.092222
2026.07.31-05.08.45:108,394,PL_Level1,0.0,0.0,0.0,61.428779,16.279015,6.258512,4.8709,9.918948,2.055113,,1.108501
2026.07.31-05.08.45:124,396,PL_Level1,0.0,0.0,0.0,63.438635,15.763265,5.984668,4.434621,8.121211,3.062791,,1.124264
2026.07.31-05.08.45:140,398,PL_Level1,0.0,0.0,0.0,61.953189,16.141219,6.671273,5.110843,8.091178,2.010246,,1.140405
2026.07.31-05.08.45:156,400,PL_Level1,0.0,0.0,0.0,62.479617,16.00522,5.673149,4.721908,9.624827,2.416172,,1.15641
2026.07.31-05.08.45:172,402,PL_Level1,0.0,0.0,0.0,63.855156,15.660443,5.546046,5.42293,9.006632,2.113986,,1.172071
2026.07.31-05.08.45:188,404,PL_Level1,0.0,0.0,0.0,62.66193,15.958653,6.044775,4.551632,10.258259,2.172403,,1.188029
2026.07.31-05.08.45:204,406,PL_Level1,0.0,0.0,0.0,61.06686,16.375494,6.184981,5.268794,8.795652,2.306026,,1.204405
2026.07.31-05.08.45:219,408,PL_Level1,0.0,0.0,0.0,64.199944,15.576338,5.727529,4.758683,8.076151,2.095087,,1.219981
2026.07.31-05.08.45:235,410,PL_Level1,0.0,0.0,0.0,63.617455,15.718956,6.628393,4.051663,7.913959,2.514919,,1.2357
2026.07.31-05.08.45:251,412,PL_Level1,0.0,0.0,0.0,62.442849,16.014644,5.643181,4.755962,9.074491,2.282842,,1.251715
2026.07.31-05.08.45:272,414,PL_Level1,0.0,0.0,0.0,49.167608,20.338593,8.998271,5.143963,10.476868,2.930815,,1.272053
2026.07.31-05.08.45:287,416,PL_Level1,0.0,0.0,0.0,62.894263,15.899701,6.769277,5.230734,9.799726,2.394485,,1.287953
2026.07.31-05.08.45:303,418,PL_Level1,0.0,0.0,0.0,64.712881,15.452874,6.031191,4.998279,7.893295,2.095686,,1.303406
2026.07.31-05.08.45:319,420,PL_Level1,0.0,0.0,0.0,62.904475,15.89712,6.92945,4.054579,10.144163,2.789244,,1.319303
2026.07.31-05.08.45:334,422,PL_Level1,0.0,0.0,0.0,64.623081,15.474347,6.372574,4.641832,8.992578,2.326541,,1.334777
2026.07.31-05.08.45:351,424,PL_Level1,0.0,0.0,0.0,59.783964,16.726894,6.80823,5.79008,10.110668,2.524441,,1.351504
2026.07.31-05.08.45:367,426,PL_Level1,0.0,0.0,0.0,63.238278,15.813207,6.029604,4.403407,8.217137,1.913153,,1.367317
2026.07.31-05.08.45:383,428,PL_Level1,0.0,0.0,0.0,61.905445,16.153668,6.724941,5.499198,8.29371,1.665179,,1.383471
2026.07.31-05.08.45:399,430,PL_Level1,0.0,0.0,0.0,61.164261,16.349417,5.950689,4.334382,9.042087,2.958059,,1.399821
2026.07.31-05.08.45:415,432,PL_Level1,0.0,0.0,0.0,64.13903,15.591131,6.275273,3.908077,9.01269,2.892906,,1.415412
2026.07.31-05.08.45:431,434,PL_Level1,0.0,0.0,0.0,63.681226,15.703215,5.678455,4.758893,9.207192,1.949157,,1.431115
2026.07.31-05.08.45:447,436,PL_Level1,0.0,0.0,0.0,59.282104,16.868497,6.65487,4.620692,9.268704,2.29417,,1.447983
2026.07.31-05.08.45:463,438,PL_Level1,0.0,0.0,0.0,63.307229,15.795984,6.502056,5.337817,8.544038,2.145123,,1.463779
2026.07.31-05.08.45:479,440,PL_Level1,0.0,0.0,0.0,63.065353,15.856567,5.796374,5.032751,10.262554,2.670583,,1.479636
2026.07.31-05.08.45:496,442,PL_Level1,0.0,0.0,0.0,61.027686,16.386006,6.099067,5.22204,8.863179,1.945405,,1.496022
2026.07.31-05.08.45:512,444,PL_Level1,0.0,0.0,0.0,60.795554,16.448571,7.094693,5.219593,8.564586,3.254701,,1.512471
2026.07.31-05.08.45:529,446,PL_Level1,0.0,0.0,0.0,59.596958,16.77938,6.301853,5.334094,9.294416,1.781738,,1.52925
2026.07.31-05.08.45:545,448,PL_Level1,0.0,0.0,0.0,61.40897,16.284266,5.855099,5.287688,8.884381,3.214135,,1.545534
2026.07.31-05.08.45:561,450,PL_Level1,0.0,0.0,0.0,61.579662,16.239128,6.220707,5.147621,9.146856,1.735609,,1.561773
2026.07.31-05.08.45:577,452,PL_Level1,0.0,0.0,0.0,62.970235,15.880519,7.043232,5.295002,9.425994,2.092281,,1.577654
2026.07.31-05.08.45:593,454,PL_Level1,0.0,0.0,0.0,62.105923,16.101524,6.752629,4.924043,9.507502,2.013807,,1.593755
2026.07.31-05.08.45:610,456,PL_Level1,0.0,0.0,0.0,60.037415,16.65628,6.788158,4.748186,10.072777,2.098082,,1.610412
2026.07.31-05.08.45:626,458,PL_Level1,0.0,0.0,0.0,61.90937,16.152644,7.010925,4.792243,8.455954,3.221919,,1.626564
2026.07.31-05.08.45:642,460,PL_Level1,0.0,0.0,0.0,61.092178,16.368708,6.809689,4.812785,8.297161,2.387133,,1.642933
2026.07.31-05.08.45:659,462,PL_Level1,0.0,0.0,0.0,59.991649,16.668987,7.186243,4.721501,10.311793,1.866111,,1.659602
2026.07.31-05.08.45:676,464,PL_Level1,0.0,0.0,0.0,58.928774,16.969639,7.054545,4.947444,9.03757,3.363857,,1.676572
2026.07.31-05.08.45:692,466,PL_Level1,0.0,0.0,0.0,62.16794,16.085461,7.02011,4.640634,8.804373,1.998885,,1.692657
2026.07.31-05.08.45:708,468,PL_Level1,0.0,0.0,0.0,61.816637,16.176875,6.671356,4.224009,9.194159,1.735046,,1.708834
2026.07.31-05.08.45:724,470,PL_Level1,0.0,0.0,0.0,61.897159,16.15583,6.082468,5.380784,9.813794,1.654649,,1.72499
2026.07.31-05.08.45:741,472,PL_Level1,0.0,0.0,0.0,59.883315,16.699142,5.913364,5.438019,8.759329,2.44347,,1.741689
2026.07.31-05.08.45:758,474,PL_Level1,0.0,0.0,0.0,61.144742,16.354636,5.89637,4.640691,10.391087,3.137363,,1.758044
2026.07.31-05.08.45:775,476,PL_Level1,0.0,0.0,0.0,58.736337,17.025236,6.831284,5.865419,9.33373,1.731399,,1.775069
2026.07.31-05.08.45:791,478,PL_Level1,0.0,0.0,0.0,59.229645,16.883437,7.549882,5.82371,10.930327,2.912691,,1.791952
2026.07.31-05.08.45:808,480,PL_Level1,0.0,0.0,0.0,60.669186,16.482832,7.020799,5.532825,8.947077,2.077532,,1.808435
2026.07.31-05.08.45:824,482,PL_Level1,0.0,0.0,0.0,60.920174,16.414924,7.018107,4.151946,9.994193,2.001078,,1.82485
2026.07.31-05.08.45:842,484,PL_Level1,0.0,0.0,0.0,57.990519,17.244198,7.180117,4.951185,9.596403,2.938049,,1.842094
2026.07.31-05.08.45:859,486,PL_Level1,0.0,0.0,0.0,58.753636,17.020223,7.494835,5.033453,10.645948,2.974919,,1.859114
2026.07.31-05.08.45:875,488,PL_Level1,0.0,0.0,0.0,59.697232,16.751195,7.094901,5.391735,9.537477,2.611537,,1.875866
2026.07.31-05.08.45:892,490,PL_Level1,0.0,0.0,0.0,61.58769,16.237011,6.102459,5.089998,10.238731,1.952103,,1.892103
2026.07.31-05.08.45:922,492,PL_Level1,0.0,0.0,0.0,32.47482,30.793088,12.315641,9.787209,18.878959,3.098734,,1.922896
2026.07.31-05.08.45:939,494,PL_Level1,0.0,0.0,0.0,60.16786,16.620169,6.489084,5.430164,9.771069,2.887385,,1.939516
2026.07.31-05.08.45:956,496,PL_Level1,0.0,0.0,0.0,60.227702,16.603655,6.085889,5.725663,8.92444,2.655945,,1.95612
2026.07.31-05.08.45:972,498,PL_Level1,0.0,0.0,0.0,59.387153,16.838659,6.267984,5.138331,9.075703,2.395377,,1.972958
2026.07.31-05.08.45:989,500,PL_Level1,0.0,0.0,0.0,60.065323,16.648541,6.301734,5.667234,10.80013,2.020437,,1.989607
2026.07.31-05.08.46:013,502,PL_Level1,0.0,0.0,0.0,41.175626,24.286213,8.921889,8.05044,15.514232,4.279071,,2.013893
2026.07.31-05.08.46:038,504,PL_Level1,0.0,0.0,0.0,39.838583,25.101295,9.330925,7.123557,13.071819,2.688086,,2.038994
2026.07.31-05.08.46:062,506,PL_Level1,0.0,0.0,0.0,43.404067,23.039315,10.175068,7.63447,12.224884,3.784674,,2.062034
2026.07.31-05.08.46:087,508,PL_Level1,0.0,0.0,0.0,39.499126,25.317016,9.729935,6.626337,13.064141,4.274521,,2.087351
2026.07.31-05.08.46:114,510,PL_Level1,0.0,0.0,0.0,36.787982,27.18279,11.763398,7.227251,14.412334,3.325155,,2.114533
2026.07.31-05.08.46:141,512,PL_Level1,0.0,0.0,0.0,36.526789,27.377167,9.75829,9.561143,14.880466,4.060923,,2.141911
2026.07.31-05.08.46:168,514,PL_Level1,0.0,0.0,0.0,37.249468,26.846021,12.031875,7.862364,16.796053,4.08113,,2.168757
2026.07.31-05.08.46:196,516,PL_Level1,0.0,0.0,0.0,36.467828,27.42143,11.694669,8.118438,14.10222,4.363523,,2.196178
2026.07.31-05.08.46:213,518,PL_Level1,0.0,0.0,0.0,58.299851,17.152702,7.558709,5.919451,10.845964,3.261051,,2.213331
2026.07.31-05.08.46:229,520,PL_Level1,0.0,0.0,0.0,62.29022,16.053884,6.463152,4.594365,10.36743,2.482597,,2.229385
2026.07.31-05.08.46:246,522,PL_Level1,0.0,0.0,0.0,58.097594,17.212417,7.116539,4.710981,9.333623,1.837113,,2.246597
2026.07.31-05.08.46:263,524,PL_Level1,0.0,0.0,0.0,59.585309,16.78266,6.479481,4.326271,9.539853,2.257221,,2.26338
2026.07.31-05.08.46:280,526,PL_Level1,0.0,0.0,0.0,58.936575,16.967392,6.671632,5.128598,9.830895,2.762846,,2.280347
2026.07.31-05.08.46:297,528,PL_Level1,0.0,0.0,0.0,58.804662,17.005454,7.228581,4.590944,9.027403,2.267066,,2.297352
2026.07.31-05.08.46:314,530,PL_Level1,0.0,0.0,0.0,58.137096,17.200721,6.106202,4.411651,10.487907,3.040985,,2.314553
2026.07.31-05.08.46:332,532,PL_Level1,0.0,0.0,0.0,56.274776,17.769951,6.284434,5.887308,10.430958,2.114456,,2.332323
2026.07.31-05.08.46:350,534,PL_Level1,0.0,0.0,0.0,53.92609,18.5439,8.11281,5.245322,9.583981,2.119577,,2.350867
2026.07.31-05.08.46:367,536,PL_Level1,0.0,0.0,0.0,59.804249,16.72122,6.036373,5.149116,10.607898,2.058437,,2.367588
2026.07.31-05.08.46:385,538,PL_Level1,0.0,0.0,0.0,56.861087,17.58672,7.423407,4.580717,9.590547,3.299418,,2.385175
2026.07.31-05.08.46:403,540,PL_Level1,0.0,0.0,0.0,54.890272,18.218165,6.739888,5.47562,9.536063,3.062354,,2.403393
2026.07.31-05.08.46:420,542,PL_Level1,0.0,0.0,0.0,58.253809,17.16626,6.636835,5.376198,11.111345,2.609355,,2.420559
2026.07.31-05.08.46:437,544,PL_Level1,0.0,0.0,0.0,58.131854,17.202273,6.525768,5.074436,8.866677,2.236876,,2.437762
2026.07.31-05.08.46:454,546,PL_Level1,0.0,0.0,0.0,58.563246,17.075556,6.81372,4.845158,8.690681,3.276101,,2.454837
2026.07.31-05.08.46:471,548,PL_Level1,0.0,0.0,0.0,58.993711,16.950959,7.334106,4.764838,9.079492,3.201657,,2.471788
2026.07.31-05.08.46:489,550,PL_Level1,0.0,0.0,0.0,55.851439,17.904642,7.834237,4.672008,9.809769,2.505576,,2.489693
2026.07.31-05.08.46:507,552,PL_Level1,0.0,0.0,0.0,55.828332,17.912052,6.666946,4.68524,10.12157,3.139488,,2.507605
2026.07.31-05.08.46:525,554,PL_Level1,0.0,0.0,0.0,56.574799,17.675715,6.783318,5.295107,10.654488,3.382361,,2.525281
2026.07.31-05.08.46:542,556,PL_Level1,0.0,0.0,0.0,58.198579,17.18255,7.451929,4.534182,9.533858,2.256676,,2.542463
2026.07.31-05.08.46:561,558,PL_Level1,0.0,0.0,0.0,53.726697,18.612721,6.681287,5.069083,10.867968,2.473106,,2.561076
2026.07.31-05.08.46:578,560,PL_Level1,0.0,0.0,0.0,56.988826,17.5473,6.346677,4.676035,8.788946,2.712473,,2.578623
2026.07.31-05.08.46:595,562,PL_Level1,0.0,0.0,0.0,58.111937,17.208168,6.848131,5.682971,9.597597,2.423541,,2.595831
2026.07.31-05.08.46:613,564,PL_Level1,0.0,0.0,0.0,57.968706,17.250687,7.400794,5.088465,11.070547,3.038673,,2.613082
2026.07.31-05.08.46:630,566,PL_Level1,0.0,0.0,0.0,57.615411,17.356467,6.6579,5.298217,10.695524,2.667568,,2.630439
2026.07.31-05.08.46:647,568,PL_Level1,0.0,0.0,0.0,58.068745,17.220968,6.146907,5.309152,10.524079,2.086932,,2.647659
2026.07.31-05.08.46:666,570,PL_Level1,0.0,0.0,0.0,52.276725,19.128972,8.546571,5.540486,10.438247,2.594629,,2.666788
2026.07.31-05.08.46:683,572,PL_Level1,0.0,0.0,0.0,58.742584,17.023426,7.556548,4.763888,9.758277,2.845021,,2.683812
2026.07.31-05.08.46:701,574,PL_Level1,0.0,0.0,0.0,56.744543,17.62284,7.316829,5.079688,11.043855,1.85645,,2.701435
2026.07.31-05.08.46:718,576,PL_Level1,0.0,0.0,0.0,58.179186,17.188278,7.187925,5.216338,10.863393,2.306954,,2.718623
2026.07.31-05.08.46:737,578,PL_Level1,0.0,0.0,0.0,54.345296,18.400857,8.158379,5.260027,11.161618,1.869704,,2.737024
2026.07.31-05.08.46:755,580,PL_Level1,0.0,0.0,0.0,53.408353,18.723663,7.75883,4.936711,10.644051,3.40933,,2.755748
2026.07.31-05.08.46:772,582,PL_Level1,0.0,0.0,0.0,58.652357,17.049613,7.311577,5.820204,8.711922,1.904766,,2.772797
2026.07.31-05.08.46:791,584,PL_Level1,0.0,0.0,0.0,54.518596,18.342365,7.270026,5.928998,9.499566,1.975848,,2.79114
2026.07.31-05.08.46:809,586,PL_Level1,0.0,0.0,0.0,55.379626,18.057182,6.731722,4.63396,9.029385,3.226084,,2.809197
2026.07.31-05.08.46:826,588,PL_Level1,0.0,0.0,0.0,56.576573,17.67516,7.65782,6.019629,9.789917,1.925721,,2.826872
2026.07.31-05.08.46:844,590,PL_Level1,0.0,0.0,0.0,56.886222,17.578949,7.355704,4.694397,8.851134,2.960757,,2.844451
2026.07.31-05.08.46:861,592,PL_Level1,0.0,0.0,0.0,57.288062,17.455644,6.614925,4.534505,9.86686,2.408641,,2.861906
2026.07.31-05.08.46:879,594,PL_Level1,0.0,0.0,0.0,55.951144,17.872735,7.369421,4.77777,10.538323,3.255875,,2.879779
2026.07.31-05.08.46:898,596,PL_Level1,0.0,0.0,0.0,53.982343,18.524576,7.996103,6.35955,10.918052,2.191182,,2.898304
2026.07.31-05.08.46:915,598,PL_Level1,0.0,0.0,0.0,56.573646,17.676075,6.66449,4.81018,10.31036,1.916824,,2.91598
2026.07.31-05.08.46:933,600,PL_Level1,0.0,0.0,0.0,56.549599,17.683591,7.547626,5.812582,9.441723,2.172266,,2.933663
2026.07.31-05.08.46:952,602,PL_Level1,0.0,0.0,0.0,52.69749,18.976236,6.778963,5.964303,10.965956,3.666465,,2.95264
2026.07.31-05.08.46:970,604,PL_Level1,0.0,0.0,0.0,57.504584,17.389918,7.173252,5.248665,11.250849,3.180826,,2.97003
2026.07.31-05.08.46:989,606,PL_Level1,0.0,0.0,0.0,51.604723,19.378071,8.718066,5.552968,10.981411,2.491608,,2.989408
2026.07.31-05.08.47:006,608,PL_Level1,0.0,0.0,0.0,56.848029,17.590759,7.680785,4.561168,11.102826,2.121646,,3.006998
2026.07.31-05.08.47:025,610,PL_Level1,0.0,0.0,0.0,54.308625,18.413282,8.057022,5.911869,10.26008,2.130126,,3.025412
2026.07.31-05.08.47:043,612,PL_Level1,0.0,0.0,0.0,56.283775,17.767109,7.427286,5.14319,10.54401,2.169725,,3.043179
2026.07.31-05.08.47:061,614,PL_Level1,0.0,0.0,0.0,55.958883,17.870264,7.078746,5.4236,10.22672,2.153445,,3.061049
2026.07.31-05.08.47:079,616,PL_Level1,0.0,0.0,0.0,55.108367,18.146065,7.580002,4.630444,10.947401,3.426318,,3.079195
2026.07.31-05.08.47:097,618,PL_Level1,0.0,0.0,0.0,55.813538,17.9168,6.846354,5.869432,11.370121,1.827488,,3.097112
2026.07.31-05.08.47:115,620,PL_Level1,0.0,0.0,0.0,54.982506,18.187603,7.371015,5.805977,10.296641,3.419492,,3.1153
2026.07.31-05.08.47:133,622,PL_Level1,0.0,0.0,0.0,56.160806,17.806012,7.193059,5.393976,10.925946,1.854362,,3.133106
2026.07.31-05.08.47:150,624,PL_Level1,0.0,0.0,0.0,58.347932,17.138568,6.930375,5.135242,10.838104,3.130933,,3.150244
2026.07.31-05.08.47:169,626,PL_Level1,0.0,0.0,0.0,53.040766,18.853423,7.375436,5.348774,11.659554,2.688022,,3.169098
2026.07.31-05.08.47:188,628,PL_Level1,0.0,0.0,0.0,50.255473,19.89833,7.666432,5.655909,10.022459,2.143459,,3.188996
2026.07.31-05.08.47:207,630,PL_Level1,0.0,0.0,0.0,54.401725,18.38177,7.04087,4.721295,9.191408,3.30689,,3.207378
2026.07.31-05.08.47:225,632,PL_Level1,0.0,0.0,0.0,54.289225,18.419861,6.860903,5.869882,11.64953,2.314345,,3.225797
2026.07.31-05.08.47:244,634,PL_Level1,0.0,0.0,0.0,54.44143,18.368364,7.234467,4.674699,11.193626,3.44963,,3.244166
2026.07.31-05.08.47:262,636,PL_Level1,0.0,0.0,0.0,53.613137,18.652145,6.747872,4.665683,12.006755,3.268336,,3.262818
2026.07.31-05.08.47:280,638,PL_Level1,0.0,0.0,0.0,56.308958,17.759164,7.816826,4.494811,9.658718,3.519459,,3.280577
2026.07.31-05.08.47:299,640,PL_Level1,0.0,0.0,0.0,52.928324,18.893476,6.744373,5.107752,11.679857,3.461045,,3.299471
2026.07.31-05.08.47:317,642,PL_Level1,0.0,0.0,0.0,55.678992,17.960095,7.790045,5.514101,11.13936,2.228779,,3.317431
2026.07.31-05.08.47:335,644,PL_Level1,0.0,0.0,0.0,55.965536,17.868139,6.684915,5.68414,11.231894,2.518005,,3.335299
