log_time,frame,PersistentLevel,X,Y,Z,FPS,FPSMs,GameThread,RenderThread,GPUFrame,RHIThreadTime,ActorName,ElapsedTime
2026.07.31-05.08.44:557,328,PL_Level1,0.0,0.0,0.0,63.016567,15.868843,6.576061,5.175836,8.336446,2.321095,,0.557357
2026.07.31-05.08.44:572,330,PL_Level1,0.0,0.0,0.0,65.286888,15.317011,5.919625,4.172976,8.32419,1.624578,,0.572674
2026.07.31-05.08.44:588,332,PL_Level1,0.0,0.0,0.0,62.297653,16.051969,6.77233,5.606417,8.493539,2.047666,,0.588726
2026.07.31-05.08.44:604,334,PL_Level1,0.0,0.0,0.0,61.766571,16.189987,6.183949,5.320397,10.011803,3.113516,,0.604916
2026.07.31-05.08.44:621,336,PL_Level1,0.0,0.0,0.0,60.603487,16.500701,7.158908,5.525408,10.04505,2.61189,,0.621417
2026.07.31-05.08.44:637,338,PL_Level1,0.0,0.0,0.0,62.486995,16.00333,6.049425,5.398372,8.732399,2.148731,,0.63742
2026.07.31-05.08.44:653,340,PL_Level1,0.0,0.0,0.0,61.208931,16.337485,6.807195,5.25888,8.301895,2.040253,,0.653758
2026.07.31-05.08.44:669,342,PL_Level1,0.0,0.0,0.0,64.806028,15.430663,6.041247,4.577017,8.105899,1.718447,,0.669188
2026.07.31-05.08.44:684,344,PL_Level1,0.0,0.0,0.0,63.274698,15.804105,5.691348,5.400282,9.395248,2.768255,,0.684992
2026.07.31-05.08.44:700,346,PL_Level1,0.0,0.0,0.0,64.87889,15.413334,6.365252,4.510753,7.915609,2.176942,,0.700406
2026.07.31-05.08.44:715,348,PL_Level1,0.0,0.0,0.0,65.716906,15.216785,5.908759,3.950002,8.832884,2.946805,,0.715622
2026.07.31-05.08.44:731,350,PL_Level1,0.0,0.0,0.0,62.267243,16.059809,6.639548,4.972828,9.506433,2.335725,,0.731682
2026.07.31-05.08.44:747,352,PL_Level1,0.0,0.0,0.0,63.088031,15.850867,6.403598,4.130046,9.560657,2.882285,,0.747533
2026.07.31-05.08.44:762,354,PL_Level1,0.0,0.0,0.0,65.648586,15.232621,5.394777,4.806483,7.902735,1.721648,,0.762766
2026.07.31-05.08.44:778,356,PL_Level1,0.0,0.0,0.0,63.974586,15.631207,5.791328,5.467057,8.893467,1.799008,,0.778397
2026.07.31-05.08.44:793,358,PL_Level1,0.0,0.0,0.0,64.510421,15.501371,6.511229,4.922008,8.828178,1.973653,,0.793898
2026.07.31-05.08.44:809,360,PL_Level1,0.0,0.0,0.0,65.31269,15.31096,6.074862,4.150116,9.573827,1.823895,,0.809209
2026.07.31-05.08.44:824,362,PL_Level1,0.0,0.0,0.0,65.14071,15.351383,6.089079,4.049479,8.75501,3.03457,,0.824561
2026.07.31-05.08.44:840,364,PL_Level1,0.0,0.0,0.0,64.441821,15.517873,5.434978,4.432504,8.705827,2.805851,,0.840078
2026.07.31-05.08.44:855,366,PL_Level1,0.0,0.0,0.0,65.948775,15.163284,5.766291,4.011849,7.862452,2.044636,,0.855242
2026.07.31-05.08.44:870,368,PL_Level1,0.0,0.0,0.0,63.777394,15.679537,6.53753,4.813137,9.4731,2.383012,,0.870921
2026.07.31-05.08.44:886,370,PL_Level1,0.0,0.0,0.0,64.682015,15.460248,6.782392,5.075752,9.167439,2.37044,,0.886382
2026.07.31-05.08.44:902,372,PL_Level1,0.0,0.0,0.0,63.658434,15.708837,6.399791,4.961068,9.543786,2.524739,,0.90209
2026.07.31-05.08.44:917,374,PL_Level1,0.0,0.0,0.0,65.472626,15.273559,6.171503,4.761071,9.140346,1.685616,,0.917364
2026.07.31-05.08.44:933,376,PL_Level1,0.0,0.0,0.0,62.906415,15.89663,6.311462,4.666625,10.035424,2.144424,,0.933261
2026.07.31-05.08.44:949,378,PL_Level1,0.0,0.0,0.0,61.446567,16.274302,6.800186,4.34968,10.27888,1.767275,,0.949535
2026.07.31-05.08.44:964,380,PL_Level1,0.0,0.0,0.0,64.964047,15.39313,6.616169,4.830025,8.406996,2.954042,,0.964928
2026.07.31-05.08.44:980,382,PL_Level1,0.0,0.0,0.0,62.459772,16.010305,5.956928,4.673965,8.443223,2.246972,,0.980938
2026.07.31-05.08.44:996,384,PL_Level1,0.0,0.0,0.0,62.316942,16.047,6.762168,4.501924,10.253578,2.771344,,0.996985
2026.07.31-05.08.45:012,386,PL_Level1,0.0,0.0,0.0,65.89653,15.175306,5.681414,4.794314,9.210743,2.914913,,1.012161
2026.07.31-05.08.45:031,388,PL_Level1,0.0,0.0,0.0,50.763044,19.69937,6.957408,5.670535,12.718832,2.579509,,1.03186
2026.07.31-05.08.45:047,390,PL_Level1,0.0,0.0,0.0,63.484543,15.751866,5.630788,4.203118,9.05013,1.713565,,1.047612
2026.07.31-05.08.45:064,392,PL_Level1,0.0,0.0,0.0,59.425931,16.827671,5.968003,5.020558,10.842683,2.248541,,1.06444
2026.07.31-05.08.45:079,394,PL_Level1,0.0,0.0,0.0,64.78732,15.435119,5.834743,4.305137,8.001686,2.579189,,1.079875
2026.07.31-05.08.45:095,396,PL_Level1,0.0,0.0,0.0,64.97206,15.391231,5.582666,4.976737,9.058581,2.308373,,1.095266
2026.07.31-05.08.45:110,398,PL_Level1,0.0,0.0,0.0,64.741876,15.445953,5.537689,3.934188,8.873859,1.660368,,1.110712
2026.07.31-05.08.45:126,400,PL_Level1,0.0,0.0,0.0,64.658817,15.465795,5.641284,5.18544,7.739033,1.655144,,1.126178
2026.07.31-05.08.45:141,402,PL_Level1,0.0,0.0,0.0,63.66386,15.707499,5.557625,4.651534,8.308243,2.669586,,1.141885
2026.07.31-05.08.45:157,404,PL_Level1,0.0,0.0,0.0,63.301187,15.797492,6.071848,3.97456,8.262417,2.743306,,1.157683
2026.07.31-05.08.45:173,406,PL_Level1,0.0,0.0,0.0,62.236148,16.067833,6.945828,4.231243,8.180477,1.782739,,1.17375
2026.07.31-05.08.45:189,408,PL_Level1,0.0,0.0,0.0,62.82536,15.917139,6.452456,5.484156,10.222343,2.856677,,1.189668
2026.07.31-05.08.45:205,410,PL_Level1,0.0,0.0,0.0,64.327328,15.545493,5.541916,4.721176,10.023813,2.091738,,1.205213
2026.07.31-05.08.45:220,412,PL_Level1,0.0,0.0,0.0,64.323234,15.546482,6.024143,5.081438,9.852777,1.660689,,1.22076
2026.07.31-05.08.45:236,414,PL_Level1,0.0,0.0,0.0,64.969937,15.391734,6.048697,5.206681,9.978956,2.053043,,1.236151
2026.07.31-05.08.45:252,416,PL_Level1,0.0,0.0,0.0,61.642045,16.222693,5.95764,4.575295,10.132688,2.807297,,1.252374
2026.07.31-05.08.45:268,418,PL_Level1,0.0,0.0,0.0,61.227,16.332664,6.32566,4.976427,10.450082,2.704327,,1.268707
2026.07.31-05.08.45:284,420,PL_Level1,0.0,0.0,0.0,63.108106,15.845825,6.079655,4.991948,8.392657,2.347513,,1.284552
2026.07.31-05.08.45:300,422,PL_Level1,0.0,0.0,0.0,62.107268,16.101175,6.430501,5.380345,8.671007,2.060391,,1.300654
2026.07.31-05.08.45:316,424,PL_Level1,0.0,0.0,0.0,63.873424,15.655964,6.571265,4.571681,9.852453,2.219908,,1.31631
2026.07.31-05.08.45:332,426,PL_Level1,0.0,0.0,0.0,61.584635,16.237817,6.460762,5.604893,9.286725,2.243434,,1.332547
2026.07.31-05.08.45:347,428,PL_Level1,0.0,0.0,0.0,65.272586,15.320367,5.475429,4.760223,9.307826,2.129566,,1.347868
2026.07.31-05.08.45:363,430,PL_Level1,0.0,0.0,0.0,62.219747,16.072068,5.713988,5.42251,9.39069,2.394245,,1.36394
2026.07.31-05.08.45:379,432,PL_Level1,0.0,0.0,0.0,65.790291,15.199811,6.669616,3.926655,8.296753,2.212004,,1.37914
2026.07.31-05.08.45:394,434,PL_Level1,0.0,0.0,0.0,64.134048,15.592342,6.54062,4.620545,8.462357,1.719007,,1.394732
2026.07.31-05.08.45:410,436,PL_Level1,0.0,0.0,0.0,61.708971,16.205099,6.73675,4.341621,9.921198,2.090733,,1.410937
2026.07.31-05.08.45:426,438,PL_Level1,0.0,0.0,0.0,66.376103,15.065663,6.64878,5.140228,8.735286,1.701078,,1.426003
2026.07.31-05.08.45:441,440,PL_Level1,0.0,0.0,0.0,63.57231,15.730119,6.357337,4.302168,8.713036,2.520116,,1.441733
2026.07.31-05.08.45:457,442,PL_Level1,0.0,0.0,0.0,63.361472,15.782462,5.640215,5.070874,9.351992,2.245552,,1.457515
2026.07.31-05.08.45:473,444,PL_Level1,0.0,0.0,0.0,62.950691,15.885449,6.694739,4.071233,8.943359,2.655929,,1.473401
2026.07.31-05.08.45:489,446,PL_Level1,0.0,0.0,0.0,63.682651,15.702864,5.750816,4.2411,8.970437,1.707849,,1.489104
2026.07.31-05.08.45:504,448,PL_Level1,0.0,0.0,0.0,63.703399,15.697749,6.539988,4.426534,9.445123,2.111205,,1.504801
2026.07.31-05.08.45:521,450,PL_Level1,0.0,0.0,0.0,61.548432,16.247367,6.337623,5.33218,9.239793,1.917761,,1.521049
2026.07.31-05.08.45:537,452,PL_Level1,0.0,0.0,0.0,62.454413,16.011679,5.649282,4.40508,10.287361,1.748616,,1.53706
2026.07.31-05.08.45:552,454,PL_Level1,0.0,0.0,0.0,62.875404,15.90447,5.654881,5.275329,9.109745,2.820573,,1.552965
2026.07.31-05.08.45:568,456,PL_Level1,0.0,0.0,0.0,63.501387,15.747687,6.129998,5.178801,10.145816,1.780964,,1.568713
2026.07.31-05.08.45:584,458,PL_Level1,0.0,0.0,0.0,63.450593,15.760294,6.45312,5.503815,9.884119,1.8517,,1.584473
2026.07.31-05.08.45:600,460,PL_Level1,0.0,0.0,0.0,62.720059,15.943862,5.852828,5.065589,10.102655,2.179172,,1.600417
2026.07.31-05.08.45:616,462,PL_Level1,0.0,0.0,0.0,61.568404,16.242097,5.858118,5.095857,9.980627,2.099718,,1.616659
2026.07.31-05.08.45:632,464,PL_Level1,0.0,0.0,0.0,61.410647,16.283821,6.311984,5.050486,9.618509,3.126198,,1.632943
2026.07.31-05.08.45:649,466,PL_Level1,0.0,0.0,0.0,60.443502,16.544376,7.120998,4.317452,9.594086,3.290091,,1.649487
2026.07.31-05.08.45:665,468,PL_Level1,0.0,0.0,0.0,63.035943,15.863965,6.796131,4.780165,9.244698,2.256492,,1.665351
2026.07.31-05.08.45:681,470,PL_Level1,0.0,0.0,0.0,61.13804,16.356429,6.843759,5.481829,8.672476,1.964628,,1.681707
2026.07.31-05.08.45:697,472,PL_Level1,0.0,0.0,0.0,61.688049,16.210595,6.363237,4.086459,8.626618,2.428528,,1.697918
2026.07.31-05.08.45:713,474,PL_Level1,0.0,0.0,0.0,62.244738,16.065615,6.332965,4.219883,8.115132,2.402884,,1.713984
2026.07.31-05.08.45:730,476,PL_Level1,0.0,0.0,0.0,61.805284,16.179846,6.02852,5.016641,9.899381,2.372028,,1.730164
2026.07.31-05.08.45:746,478,PL_Level1,0.0,0.0,0.0,61.701103,16.207166,5.894777,5.424564,8.407135,1.653676,,1.746371
2026.07.31-05.08.45:762,480,PL_Level1,0.0,0.0,0.0,60.261145,16.594441,5.834341,4.65861,9.746286,1.872478,,1.762965
2026.07.31-05.08.45:779,482,PL_Level1,0.0,0.0,0.0,61.929938,16.147279,7.040456,5.44402,8.407702,1.842418,,1.779112
2026.07.31-05.08.45:795,484,PL_Level1,0.0,0.0,0.0,60.964503,16.402988,6.554937,4.654391,8.365229,2.217292,,1.795515
2026.07.31-05.08.45:811,486,PL_Level1,0.0,0.0,0.0,61.210352,16.337106,5.722958,4.844701,9.476161,2.58255,,1.811853
2026.07.31-05.08.45:827,488,PL_Level1,0.0,0.0,0.0,62.982274,15.877483,6.397313,5.482544,10.018126,2.981543,,1.82773
2026.07.31-05.08.45:843,490,PL_Level1,0.0,0.0,0.0,61.907889,16.15303,6.070832,4.712795,8.939122,1.976091,,1.843883
2026.07.31-05.08.45:860,492,PL_Level1,0.0,0.0,0.0,60.197576,16.611965,6.524121,5.148847,10.596509,2.942311,,1.860495
2026.07.31-05.08.45:876,494,PL_Level1,0.0,0.0,0.0,60.733626,16.465343,6.870018,5.656612,8.258128,2.018993,,1.87696
2026.07.31-05.08.45:892,496,PL_Level1,0.0,0.0,0.0,63.258768,15.808085,6.81288,4.369959,9.008409,1.632369,,1.892768
2026.07.31-05.08.45:909,498,PL_Level1,0.0,0.0,0.0,60.300617,16.583578,6.965902,4.298357,8.656871,2.736055,,1.909352
2026.07.31-05.08.45:925,500,PL_Level1,0.0,0.0,0.0,60.723114,16.468194,7.23991,5.694751,9.014147,2.000281,,1.92582
2026.07.31-05.08.45:942,502,PL_Level1,0.0,0.0,0.0,61.560698,16.24413,6.06677,4.970427,8.17989,3.118313,,1.942064
2026.07.31-05.08.45:958,504,PL_Level1,0.0,0.0,0.0,60.788102,16.450588,6.845723,5.701511,8.312517,3.180589,,1.958515
2026.07.31-05.08.45:975,506,PL_Level1,0.0,0.0,0.0,59.806631,16.720554,7.340041,5.629383,10.148073,1.847674,,1.975235
2026.07.31-05.08.45:992,508,PL_Level1,0.0,0.0,0.0,59.151043,16.905873,6.438601,5.231736,10.112772,2.019776,,1.992141
2026.07.31-05.08.46:008,510,PL_Level1,0.0,0.0,0.0,60.151174,16.624779,7.147743,4.939788,8.831919,2.012286,,2.008766
2026.07.31-05.08.46:025,512,PL_Level1,0.0,0.0,0.0,61.053397,16.379105,7.272676,4.881383,10.403555,3.130765,,2.025145
2026.07.31-05.08.46:041,514,PL_Level1,0.0,0.0,0.0,61.947721,16.142644,6.689313,4.303655,9.737187,1.740215,,2.041288
2026.07.31-05.08.46:064,516,PL_Level1,0.0,0.0,0.0,43.414345,23.033861,8.440216,6.803194,12.678435,4.033616,,2.064322
2026.07.31-05.08.46:080,518,PL_Level1,0.0,0.0,0.0,62.41068,16.022899,6.025988,5.322377,8.991217,2.063276,,2.080345
2026.07.31-05.08.46:097,520,PL_Level1,0.0,0.0,0.0,59.234144,16.882155,7.056707,5.889826,9.181923,2.671491,,2.097227
2026.07.31-05.08.46:113,522,PL_Level1,0.0,0.0,0.0,60.954459,16.405691,7.163012,5.67693,10.246826,1.931413,,2.113632
2026.07.31-05.08.46:130,524,PL_Level1,0.0,0.0,0.0,58.361649,17.13454,6.037795,5.932284,9.836836,3.095405,,2.130767
2026.07.31-05.08.46:148,526,PL_Level1,0.0,0.0,0.0,56.952758,17.558412,6.71843,4.422983,9.135574,2.93361,,2.148325
2026.07.31-05.08.46:165,528,PL_Level1,0.0,0.0,0.0,57.301057,17.451685,6.515709,5.26303,9.253879,1.782073,,2.165777
2026.07.31-05.08.46:182,530,PL_Level1,0.0,0.0,0.0,58.675957,17.042756,6.684273,4.601767,9.279557,2.108415,,2.18282
2026.07.31-05.08.46:199,532,PL_Level1,0.0,0.0,0.0,59.860964,16.705377,7.130653,5.2042,9.362913,2.449593,,2.199525
2026.07.31-05.08.46:216,534,PL_Level1,0.0,0.0,0.0,59.024624,16.942082,6.781586,5.837965,9.977124,2.59413,,2.216467
2026.07.31-05.08.46:233,536,PL_Level1,0.0,0.0,0.0,58.506133,17.092225,6.868153,5.771448,11.018071,3.123214,,2.23356
2026.07.31-05.08.46:250,538,PL_Level1,0.0,0.0,0.0,60.462869,16.539076,6.795949,5.568016,8.919347,2.293911,,2.250099
2026.07.31-05.08.46:267,540,PL_Level1,0.0,0.0,0.0,58.69392,17.03754,6.84172,4.882479,9.358048,3.282869,,2.267136
2026.07.31-05.08.46:284,542,PL_Level1,0.0,0.0,0.0,59.016544,16.944401,7.096758,5.085305,8.533078,2.022967,,2.284081
2026.07.31-05.08.46:299,544,PL_Level1,0.0,0.0,0.0,63.170211,15.830246,5.710029,4.403886,8.799762,2.940805,,2.299911
2026.07.31-05.08.46:317,546,PL_Level1,0.0,0.0,0.0,58.39935,17.123478,6.032261,5.229261,10.29569,3.260823,,2.317034
2026.07.31-05.08.46:334,548,PL_Level1,0.0,0.0,0.0,57.27637,17.459207,7.554232,4.894493,11.251746,2.840066,,2.334494
2026.07.31-05.08.46:351,550,PL_Level1,0.0,0.0,0.0,58.951358,16.963138,6.749476,5.612646,10.364959,3.337538,,2.351457
2026.07.31-05.08.46:368,552,PL_Level1,0.0,0.0,0.0,59.241938,16.879934,6.411799,5.00392,8.738733,2.381062,,2.368337
2026.07.31-05.08.46:385,554,PL_Level1,0.0,0.0,0.0,58.504329,17.092752,6.758996,5.470362,10.828358,2.904543,,2.385429
2026.07.31-05.08.46:402,556,PL_Level1,0.0,0.0,0.0,58.201488,17.181691,7.130559,5.794813,10.752335,1.735519,,2.402611
2026.07.31-05.08.46:419,558,PL_Level1,0.0,0.0,0.0,60.104002,16.637827,6.025727,4.658174,8.790652,2.120791,,2.419249
2026.07.31-05.08.46:435,560,PL_Level1,0.0,0.0,0.0,59.832387,16.713356,6.724805,5.218063,10.699079,2.617928,,2.435962
2026.07.31-05.08.46:453,562,PL_Level1,0.0,0.0,0.0,57.538103,17.379787,6.275334,5.814952,10.551527,3.260333,,2.453342
2026.07.31-05.08.46:470,564,PL_Level1,0.0,0.0,0.0,56.66718,17.646899,7.693288,6.089473,10.895594,3.446308,,2.470989
2026.07.31-05.08.46:488,566,PL_Level1,0.0,0.0,0.0,58.196373,17.183202,6.980476,4.576001,9.775024,2.713972,,2.488172
2026.07.31-05.08.46:505,568,PL_Level1,0.0,0.0,0.0,56.500395,17.698991,7.629787,5.630793,9.382281,3.284704,,2.505871
2026.07.31-05.08.46:522,570,PL_Level1,0.0,0.0,0.0,58.725242,17.028453,7.187719,4.998223,10.555355,3.063814,,2.5229
2026.07.31-05.08.46:540,572,PL_Level1,0.0,0.0,0.0,57.958465,17.253735,7.445428,4.806068,9.862518,3.06025,,2.540153
2026.07.31-05.08.46:556,574,PL_Level1,0.0,0.0,0.0,61.253982,16.325469,6.271931,4.338868,10.531798,1.814508,,2.556479
2026.07.31-05.08.46:573,576,PL_Level1,0.0,0.0,0.0,59.387155,16.838658,6.128367,5.195367,8.806621,2.48983,,2.573317
2026.07.31-05.08.46:591,578,PL_Level1,0.0,0.0,0.0,55.489137,18.021545,7.914351,5.107464,9.971511,2.678469,,2.591339
2026.07.31-05.08.46:609,580,PL_Level1,0.0,0.0,0.0,56.260911,17.77433,7.793403,5.630808,10.848244,3.177087,,2.609113
2026.07.31-05.08.46:627,582,PL_Level1,0.0,0.0,0.0,54.101865,18.483651,8.101889,5.140298,10.828504,2.931706,,2.627597
2026.07.31-05.08.46:646,584,PL_Level1,0.0,0.0,0.0,53.701758,18.621364,8.359636,4.656443,10.520908,3.388814,,2.646218
2026.07.31-05.08.46:663,586,PL_Level1,0.0,0.0,0.0,57.016639,17.53874,7.184162,5.730306,10.615175,3.431368,,2.663757
2026.07.31-05.08.46:681,588,PL_Level1,0.0,0.0,0.0,54.996815,18.182871,7.295871,4.839057,11.0916,2.826825,,2.68194
2026.07.31-05.08.46:698,590,PL_Level1,0.0,0.0,0.0,59.18867,16.895125,7.260395,4.650389,9.910594,3.027118,,2.698835
2026.07.31-05.08.46:715,592,PL_Level1,0.0,0.0,0.0,58.407311,17.121144,6.180963,4.683239,9.380084,2.671857,,2.715956
2026.07.31-05.08.46:733,594,PL_Level1,0.0,0.0,0.0,56.208824,17.790801,7.619884,5.056574,10.546635,2.892255,,2.733747
2026.07.31-05.08.46:751,596,PL_Level1,0.0,0.0,0.0,56.071339,17.834424,7.690606,5.324185,10.375825,2.632372,,2.751581
2026.07.31-05.08.46:768,598,PL_Level1,0.0,0.0,0.0,58.741756,17.023665,6.940875,5.639008,10.548687,3.33595,,2.768605
2026.07.31-05.08.46:785,600,PL_Level1,0.0,0.0,0.0,59.037676,16.938336,6.585489,5.335948,10.129441,3.078674,,2.785543
2026.07.31-05.08.46:803,602,PL_Level1,0.0,0.0,0.0,55.021146,18.174831,7.553872,4.809057,10.441727,3.184124,,2.803718
2026.07.31-05.08.46:821,604,PL_Level1,0.0,0.0,0.0,54.784782,18.253244,8.058839,4.898579,9.177835,2.426921,,2.821971
2026.07.31-05.08.46:839,606,PL_Level1,0.0,0.0,0.0,55.8837,17.894306,6.545673,5.989336,9.395245,2.658047,,2.839866
2026.07.31-05.08.46:857,608,PL_Level1,0.0,0.0,0.0,56.943193,17.561361,6.692815,4.829121,9.667339,3.271522,,2.857427
2026.07.31-05.08.46:875,610,PL_Level1,0.0,0.0,0.0,55.489282,18.021498,7.517525,4.899474,10.636411,3.489653,,2.875449
2026.07.31-05.08.46:893,612,PL_Level1,0.0,0.0,0.0,56.903832,17.573509,7.614983,4.399651,10.875433,3.510396,,2.893022
2026.07.31-05.08.46:909,614,PL_Level1,0.0,0.0,0.0,59.11904,16.915024,7.023235,5.538107,10.893159,2.933791,,2.909937
2026.07.31-05.08.46:928,616,PL_Level1,0.0,0.0,0.0,54.055004,18.499675,7.567926,5.991031,10.914268,3.201995,,2.928437
2026.07.31-05.08.46:946,618,PL_Level1,0.0,0.0,0.0,55.468394,18.028285,6.464476,5.13376,10.985113,1.97207,,2.946465
2026.07.31-05.08.46:964,620,PL_Level1,0.0,0.0,0.0,54.031691,18.507657,7.280388,4.640452,10.979042,3.241692,,2.964973
2026.07.31-05.08.46:983,622,PL_Level1,0.0,0.0,0.0,54.835002,18.236527,8.006154,5.991748,10.295279,2.455988,,2.983209
2026.07.31-05.08.47:001,624,PL_Level1,0.0,0.0,0.0,55.628009,17.976556,6.9419,4.672763,10.632261,3.351951,,3.001186
2026.07.31-05.08.47:019,626,PL_Level1,0.0,0.0,0.0,54.961808,18.194452,7.061277,5.386409,10.19073,1.839915,,3.01938
2026.07.31-05.08.47:036,628,PL_Level1,0.0,0.0,0.0,56.817658,17.600162,6.789364,5.878714,9.9977,3.40455,,3.03698
2026.07.31-05.08.47:054,630,PL_Level1,0.0,0.0,0.0,56.25167,17.77725,6.866905,4.878579,11.317896,2.637932,,3.054758
2026.07.31-05.08.47:072,632,PL_Level1,0.0,0.0,0.0,56.463793,17.710465,6.915509,5.100027,10.353165,1.997662,,3.072468
2026.07.31-05.08.47:090,634,PL_Level1,0.0,0.0,0.0,55.547736,18.002534,7.693138,5.690342,9.272415,2.882203,,3.090471
2026.07.31-05.08.47:108,636,PL_Level1,0.0,0.0,0.0,55.680884,17.959485,7.103089,5.698837,10.390727,3.038809,,3.10843
2026.07.31-05.08.47:126,638,PL_Level1,0.0,0.0,0.0,55.474271,18.026375,7.403586,5.340686,11.590761,3.208331,,3.126457
2026.07.31-05.08.47:144,640,PL_Level1,0.0,0.0,0.0,55.627331,17.976775,7.0872,5.273941,9.258155,3.059373,,3.144433
2026.07.31-05.08.47:162,642,PL_Level1,0.0,0.0,0.0,56.631343,17.658066,7.723345,5.155289,11.401427,2.74296,,3.162091
2026.07.31-05.08.47:180,644,PL_Level1,0.0,0.0,0.0,53.122602,18.824379,6.925017,5.621021,12.200947,2.036692,,3.180916
