log_time,frame,PersistentLevel,X,Y,Z,FPS,FPSMs,GameThread,RenderThread,GPUFrame,RHIThreadTime,ActorName,ElapsedTime
2026.07.31-05.08.44:541,324,PL_Level1,0.0,0.0,0.0,62.861226,15.908058,5.628934,4.842586,10.321454,2.713281,,0.54146
2026.07.31-05.08.44:558,326,PL_Level1,0.0,0.0,0.0,60.264814,16.593431,7.311423,5.402717,10.595762,3.07009,,0.558054
2026.07.31-05.08.44:574,328,PL_Level1,0.0,0.0,0.0,60.614846,16.497609,7.346029,5.674127,8.436627,1.898534,,0.574551
2026.07.31-05.08.44:590,330,PL_Level1,0.0,0.0,0.0,62.612569,15.971234,5.595493,4.242912,9.558506,2.738193,,0.590523
2026.07.31-05.08.44:607,332,PL_Level1,0.0,0.0,0.0,58.354505,17.136637,6.362476,4.502646,9.742721,2.518637,,0.607659
2026.07.31-05.08.44:623,334,PL_Level1,0.0,0.0,0.0,64.083611,15.604614,5.742801,4.545536,9.414609,2.891365,,0.623264
2026.07.31-05.08.44:638,336,PL_Level1,0.0,0.0,0.0,64.860634,15.417672,6.600775,4.048081,9.089398,2.940847,,0.638681
2026.07.31-05.08.44:656,338,PL_Level1,0.0,0.0,0.0,57.194156,17.484304,7.165208,6.085288,11.074346,3.27391,,0.656166
2026.07.31-05.08.44:672,340,PL_Level1,0.0,0.0,0.0,61.164553,16.349339,6.012197,4.781044,8.338952,1.740199,,0.672515
2026.07.31-05.08.44:689,342,PL_Level1,0.0,0.0,0.0,60.287463,16.587196,7.155668,5.031909,9.163426,2.91413,,0.689102
2026.07.31-05.08.44:705,344,PL_Level1,0.0,0.0,0.0,61.021699,16.387613,6.314926,4.469046,10.616291,3.148925,,0.70549
2026.07.31-05.08.44:721,346,PL_Level1,0.0,0.0,0.0,60.842115,16.435983,6.510058,4.847179,8.667398,2.664846,,0.721926
2026.07.31-05.08.44:737,348,PL_Level1,0.0,0.0,0.0,62.735999,15.939811,6.196293,5.554536,8.274356,2.551766,,0.737866
2026.07.31-05.08.44:754,350,PL_Level1,0.0,0.0,0.0,61.395975,16.287713,6.549909,4.867888,9.924849,1.702075,,0.754153
2026.07.31-05.08.44:770,352,PL_Level1,0.0,0.0,0.0,60.24271,16.599519,6.606845,4.164527,10.235517,3.080926,,0.770753
2026.07.31-05.08.44:787,354,PL_Level1,0.0,0.0,0.0,61.392778,16.288561,6.148254,4.467183,9.786836,1.704441,,0.787042
2026.07.31-05.08.44:803,356,PL_Level1,0.0,0.0,0.0,62.462936,16.009494,6.283016,5.56883,9.868722,2.102862,,0.803051
2026.07.31-05.08.44:819,358,PL_Level1,0.0,0.0,0.0,59.952574,16.679851,7.353041,5.819713,10.075601,3.212311,,0.819731
2026.07.31-05.08.44:836,360,PL_Level1,0.0,0.0,0.0,59.293873,16.865149,6.750941,4.571287,8.776043,3.288274,,0.836596
2026.07.31-05.08.44:852,362,PL_Level1,0.0,0.0,0.0,64.785053,15.435659,6.816984,4.808616,9.126076,3.07463,,0.852032
2026.07.31-05.08.44:868,364,PL_Level1,0.0,0.0,0.0,60.862641,16.43044,6.654537,4.233974,10.129884,2.425794,,0.868462
2026.07.31-05.08.44:884,366,PL_Level1,0.0,0.0,0.0,61.648203,16.221073,6.92448,4.991941,10.216478,1.909917,,0.884683
2026.07.31-05.08.44:901,368,PL_Level1,0.0,0.0,0.0,61.283082,16.317717,6.190275,4.284903,8.761558,2.427986,,0.901001
2026.07.31-05.08.44:916,370,PL_Level1,0.0,0.0,0.0,62.725025,15.9426,6.840035,5.290809,8.276037,1.757373,,0.916943
2026.07.31-05.08.44:932,372,PL_Level1,0.0,0.0,0.0,64.582757,15.484009,5.828679,5.325841,9.556166,2.899437,,0.932428
2026.07.31-05.08.44:959,374,PL_Level1,0.0,0.0,0.0,36.994059,27.031368,9.513825,7.225449,14.555912,4.218346,,0.959459
2026.07.31-05.08.44:976,376,PL_Level1,0.0,0.0,0.0,59.680014,16.756028,6.133928,4.964329,8.458266,2.353394,,0.976215
2026.07.31-05.08.44:992,378,PL_Level1,0.0,0.0,0.0,59.894667,16.695977,5.879744,4.344365,10.414651,1.802382,,0.992911
2026.07.31-05.08.45:009,380,PL_Level1,0.0,0.0,0.0,61.383213,16.291099,7.244754,4.625271,9.382022,2.289291,,1.009202
2026.07.31-05.08.45:025,382,PL_Level1,0.0,0.0,0.0,61.58763,16.237027,7.306625,4.164956,8.914046,3.03014,,1.025439
2026.07.31-05.08.45:042,384,PL_Level1,0.0,0.0,0.0,59.412879,16.831367,7.173916,4.65311,8.444539,2.867065,,1.04227
2026.07.31-05.08.45:058,386,PL_Level1,0.0,0.0,0.0,63.228146,15.815741,5.706522,5.520047,7.99168,1.711984,,1.058086
2026.07.31-05.08.45:074,388,PL_Level1,0.0,0.0,0.0,60.370484,16.564386,7.286583,4.214979,10.251591,1.921315,,1.07465
2026.07.31-05.08.45:090,390,PL_Level1,0.0,0.0,0.0,64.238247,15.56705,6.606308,5.228923,8.927016,2.167414,,1.090218
2026.07.31-05.08.45:105,392,PL_Level1,0.0,0.0,0.0,64.725074,15.449963,5.920804,3.982155,8.071961,1.70162,,1.105668
2026.07.31-05.08.45:121,394,PL_Level1,0.0,0.0,0.0,61.61508,16.229793,6.495614,4.915999,8.987667,3.138909,,1.121897
2026.07.31-05.08.45:137,396,PL_Level1,0.0,0.0,0.0,62.636762,15.965065,6.644276,4.713079,8.378399,2.637895,,1.137862
2026.07.31-05.08.45:154,398,PL_Level1,0.0,0.0,0.0,60.118738,16.633749,5.861817,5.707962,8.598521,1.821101,,1.154496
2026.07.31-05.08.45:170,400,PL_Level1,0.0,0.0,0.0,62.888051,15.901272,6.362959,4.291833,8.609683,2.843239,,1.170397
2026.07.31-05.08.45:186,402,PL_Level1,0.0,0.0,0.0,61.188655,16.342899,6.916961,4.379377,9.518534,2.236372,,1.18674
2026.07.31-05.08.45:203,404,PL_Level1,0.0,0.0,0.0,60.286038,16.587589,6.117877,5.388833,8.81632,2.06494,,1.203328
2026.07.31-05.08.45:219,406,PL_Level1,0.0,0.0,0.0,61.461388,16.270378,6.416696,5.248367,8.973938,2.554425,,1.219598
2026.07.31-05.08.45:235,408,PL_Level1,0.0,0.0,0.0,61.172833,16.347126,6.592028,5.229743,9.345482,1.656572,,1.235945
2026.07.31-05.08.45:252,410,PL_Level1,0.0,0.0,0.0,61.357362,16.297963,6.903109,4.117073,9.175826,2.3883,,1.252243
2026.07.31-05.08.45:268,412,PL_Level1,0.0,0.0,0.0,63.240863,15.812561,7.059445,4.364203,8.211371,2.915528,,1.268056
2026.07.31-05.08.45:284,414,PL_Level1,0.0,0.0,0.0,60.607239,16.499679,7.174515,5.51072,8.34603,3.181233,,1.284556
2026.07.31-05.08.45:300,416,PL_Level1,0.0,0.0,0.0,64.354226,15.538995,6.404425,4.818422,7.852146,2.086195,,1.300095
2026.07.31-05.08.45:316,418,PL_Level1,0.0,0.0,0.0,59.728249,16.742496,6.837034,5.193849,9.250679,2.749849,,1.316837
2026.07.31-05.08.45:332,420,PL_Level1,0.0,0.0,0.0,64.100809,15.600427,6.401147,4.361749,9.482256,1.913897,,1.332438
2026.07.31-05.08.45:349,422,PL_Level1,0.0,0.0,0.0,60.112424,16.635496,6.729355,4.591685,8.645273,2.595492,,1.349073
2026.07.31-05.08.45:365,424,PL_Level1,0.0,0.0,0.0,61.592923,16.235632,5.77885,5.5957,10.034384,2.035993,,1.365309
2026.07.31-05.08.45:381,426,PL_Level1,0.0,0.0,0.0,60.814155,16.44354,6.903486,5.307572,9.987003,2.583866,,1.381752
2026.07.31-05.08.45:398,428,PL_Level1,0.0,0.0,0.0,60.986645,16.397033,6.913541,4.307281,8.208216,1.921277,,1.398149
2026.07.31-05.08.45:414,430,PL_Level1,0.0,0.0,0.0,62.654873,15.96045,6.404099,5.486735,8.044261,3.098295,,1.41411
2026.07.31-05.08.45:429,432,PL_Level1,0.0,0.0,0.0,63.651019,15.710667,6.866171,4.842609,8.314949,2.964473,,1.42982
2026.07.31-05.08.45:445,434,PL_Level1,0.0,0.0,0.0,63.133382,15.839481,6.608923,4.487899,8.053079,2.117609,,1.44566
2026.07.31-05.08.45:462,436,PL_Level1,0.0,0.0,0.0,60.684535,16.478663,6.365155,4.774098,9.552705,2.927703,,1.462138
2026.07.31-05.08.45:478,438,PL_Level1,0.0,0.0,0.0,61.510368,16.257422,5.722116,5.243676,8.225346,1.781007,,1.478396
2026.07.31-05.08.45:495,440,PL_Level1,0.0,0.0,0.0,60.001014,16.666385,5.931836,4.793707,10.339773,2.900552,,1.495062
2026.07.31-05.08.45:511,442,PL_Level1,0.0,0.0,0.0,59.624967,16.771498,6.460043,5.163516,9.625906,2.150876,,1.511834
2026.07.31-05.08.45:528,444,PL_Level1,0.0,0.0,0.0,59.329058,16.855147,6.678187,5.411344,10.26804,1.914141,,1.528689
2026.07.31-05.08.45:545,446,PL_Level1,0.0,0.0,0.0,60.326461,16.576474,6.078379,4.467981,10.154837,2.781849,,1.545265
2026.07.31-05.08.45:561,448,PL_Level1,0.0,0.0,0.0,61.289677,16.315961,6.019494,5.619611,9.398232,2.398131,,1.561581
2026.07.31-05.08.45:578,450,PL_Level1,0.0,0.0,0.0,57.978171,17.247871,6.43382,4.92629,11.018016,2.639165,,1.578829
2026.07.31-05.08.45:603,452,PL_Level1,0.0,0.0,0.0,41.273499,24.228622,10.371094,7.073243,15.713136,3.684034,,1.603058
2026.07.31-05.08.45:618,454,PL_Level1,0.0,0.0,0.0,62.97589,15.879093,6.782418,5.078951,8.795147,1.682307,,1.618937
2026.07.31-05.08.45:634,456,PL_Level1,0.0,0.0,0.0,62.310143,16.048751,6.231632,4.989212,8.32737,1.687334,,1.634986
2026.07.31-05.08.45:651,458,PL_Level1,0.0,0.0,0.0,59.673283,16.757918,6.154118,4.927029,9.292027,2.683223,,1.651744
2026.07.31-05.08.45:668,460,PL_Level1,0.0,0.0,0.0,58.377937,17.129759,6.185399,5.395432,9.138779,2.781641,,1.668873
2026.07.31-05.08.45:685,462,PL_Level1,0.0,0.0,0.0,61.083634,16.370997,5.872488,5.570769,9.489462,1.714329,,1.685244
2026.07.31-05.08.45:702,464,PL_Level1,0.0,0.0,0.0,56.836892,17.594206,6.846397,5.806587,9.795718,2.425255,,1.702839
2026.07.31-05.08.45:718,466,PL_Level1,0.0,0.0,0.0,61.895966,16.156142,5.728229,5.37072,9.242402,2.605745,,1.718995
2026.07.31-05.08.45:735,468,PL_Level1,0.0,0.0,0.0,59.82666,16.714956,6.407904,4.610668,10.270975,2.769134,,1.73571
2026.07.31-05.08.45:751,470,PL_Level1,0.0,0.0,0.0,62.808956,15.921296,7.103339,4.648069,8.615064,2.910852,,1.751631
2026.07.31-05.08.45:769,472,PL_Level1,0.0,0.0,0.0,57.385233,17.426086,6.983512,5.321611,10.117955,2.47578,,1.769057
2026.07.31-05.08.45:785,474,PL_Level1,0.0,0.0,0.0,61.265342,16.322442,7.055612,4.152741,8.981819,2.527135,,1.785379
2026.07.31-05.08.45:802,476,PL_Level1,0.0,0.0,0.0,59.64862,16.764847,6.084409,5.481757,10.356386,2.646432,,1.802144
2026.07.31-05.08.45:819,478,PL_Level1,0.0,0.0,0.0,59.212944,16.888199,6.363607,4.768321,10.064193,2.215808,,1.819033
2026.07.31-05.08.45:836,480,PL_Level1,0.0,0.0,0.0,57.563822,17.372022,7.72455,4.833932,8.708173,1.830708,,1.836405
2026.07.31-05.08.45:852,482,PL_Level1,0.0,0.0,0.0,60.420266,16.550738,6.427565,4.566832,9.91402,1.662068,,1.852955
2026.07.31-05.08.45:869,484,PL_Level1,0.0,0.0,0.0,60.447952,16.543158,6.862774,4.604588,8.693831,3.037531,,1.869498
2026.07.31-05.08.45:885,486,PL_Level1,0.0,0.0,0.0,62.017644,16.124443,7.217505,4.576141,9.814482,1.935307,,1.885623
2026.07.31-05.08.45:902,488,PL_Level1,0.0,0.0,0.0,60.757397,16.458901,6.667152,5.1102,9.630116,2.68322,,1.902082
2026.07.31-05.08.45:919,490,PL_Level1,0.0,0.0,0.0,58.259069,17.16471,6.531766,5.29285,9.616055,2.706956,,1.919247
2026.07.31-05.08.45:936,492,PL_Level1,0.0,0.0,0.0,57.54799,17.376801,7.006237,4.788546,10.497499,2.432115,,1.936623
2026.07.31-05.08.45:954,494,PL_Level1,0.0,0.0,0.0,56.90426,17.573377,6.246698,4.756101,11.044674,3.222067,,1.954197
2026.07.31-05.08.45:970,496,PL_Level1,0.0,0.0,0.0,61.069449,16.3748,5.915183,5.446845,10.100166,2.781099,,1.970571
2026.07.31-05.08.45:987,498,PL_Level1,0.0,0.0,0.0,57.594429,17.36279,6.089428,4.501691,10.101791,1.775765,,1.987934
2026.07.31-05.08.46:004,500,PL_Level1,0.0,0.0,0.0,60.883637,16.424774,7.200966,4.948494,9.992901,2.91818,,2.004359
2026.07.31-05.08.46:021,502,PL_Level1,0.0,0.0,0.0,59.352088,16.848607,7.028026,5.089224,9.470386,2.539083,,2.021208
2026.07.31-05.08.46:038,504,PL_Level1,0.0,0.0,0.0,58.960169,16.960603,6.442196,5.213921,10.487655,2.284626,,2.038168
2026.07.31-05.08.46:055,506,PL_Level1,0.0,0.0,0.0,57.905556,17.2695,6.42626,5.846848,10.782347,2.982243,,2.055438
2026.07.31-05.08.46:072,508,PL_Level1,0.0,0.0,0.0,59.257183,16.875591,7.059189,5.271789,8.785333,2.845335,,2.072313
2026.07.31-05.08.46:089,510,PL_Level1,0.0,0.0,0.0,58.143117,17.19894,7.601127,5.974282,9.213553,2.254073,,2.089512
2026.07.31-05.08.46:106,512,PL_Level1,0.0,0.0,0.0,57.512548,17.38751,6.605757,5.861944,9.39792,3.448011,,2.1069
2026.07.31-05.08.46:123,514,PL_Level1,0.0,0.0,0.0,59.010378,16.946172,6.47608,4.600445,8.895253,2.79393,,2.123846
2026.07.31-05.08.46:141,516,PL_Level1,0.0,0.0,0.0,57.650437,17.345922,7.552832,4.754835,9.694293,2.785373,,2.141192
2026.07.31-05.08.46:158,518,PL_Level1,0.0,0.0,0.0,56.569001,17.677526,7.766402,5.028857,9.350616,1.891284,,2.158869
2026.07.31-05.08.46:175,520,PL_Level1,0.0,0.0,0.0,58.566497,17.074608,7.536795,4.937148,10.062594,2.184387,,2.175944
2026.07.31-05.08.46:193,522,PL_Level1,0.0,0.0,0.0,57.471241,17.400007,6.600091,5.312214,8.96522,2.517736,,2.193344
2026.07.31-05.08.46:210,524,PL_Level1,0.0,0.0,0.0,58.201317,17.181742,6.220328,4.694933,9.286523,2.801699,,2.210526
2026.07.31-05.08.46:228,526,PL_Level1,0.0,0.0,0.0,56.688227,17.640347,6.950292,4.802311,10.581176,2.668568,,2.228166
2026.07.31-05.08.46:246,528,PL_Level1,0.0,0.0,0.0,55.456795,18.032055,6.844544,5.195738,10.094016,3.179111,,2.246198
2026.07.31-05.08.46:262,530,PL_Level1,0.0,0.0,0.0,59.775003,16.729401,7.333946,5.306605,9.422323,2.1122,,2.262928
2026.07.31-05.08.46:279,532,PL_Level1,0.0,0.0,0.0,59.394742,16.836507,5.954458,5.36769,10.433395,2.865838,,2.279764
2026.07.31-05.08.46:296,534,PL_Level1,0.0,0.0,0.0,58.303513,17.151625,7.090277,5.962105,11.108709,3.115759,,2.296916
2026.07.31-05.08.46:314,536,PL_Level1,0.0,0.0,0.0,56.299769,17.762062,7.826287,4.800047,10.386546,3.135093,,2.314678
2026.07.31-05.08.46:332,538,PL_Level1,0.0,0.0,0.0,56.335357,17.750842,7.946467,5.135068,9.085947,3.143402,,2.332429
2026.07.31-05.08.46:349,540,PL_Level1,0.0,0.0,0.0,58.764433,17.017096,7.062317,5.895875,8.771215,3.213691,,2.349446
2026.07.31-05.08.46:367,542,PL_Level1,0.0,0.0,0.0,56.066122,17.836083,7.936919,5.689726,11.50918,1.93375,,2.367282
2026.07.31-05.08.46:385,544,PL_Level1,0.0,0.0,0.0,55.554836,18.000233,6.43627,5.566173,10.834075,3.054984,,2.385282
2026.07.31-05.08.46:402,546,PL_Level1,0.0,0.0,0.0,59.219759,16.886256,6.516876,5.132824,10.349086,3.32436,,2.402168
2026.07.31-05.08.46:419,548,PL_Level1,0.0,0.0,0.0,56.248621,17.778214,6.237868,4.578797,10.691188,2.79767,,2.419947
2026.07.31-05.08.46:436,550,PL_Level1,0.0,0.0,0.0,58.882556,16.982958,7.610376,5.762953,8.949045,2.067363,,2.436929
2026.07.31-05.08.46:455,552,PL_Level1,0.0,0.0,0.0,54.043217,18.50371,8.146677,5.783344,10.496309,3.698436,,2.455433
2026.07.31-05.08.46:473,554,PL_Level1,0.0,0.0,0.0,56.830131,17.596299,6.208067,5.404998,10.904639,2.066997,,2.473029
2026.07.31-05.08.46:489,556,PL_Level1,0.0,0.0,0.0,59.072743,16.928281,5.955594,5.145352,10.664046,2.26087,,2.489958
2026.07.31-05.08.46:507,558,PL_Level1,0.0,0.0,0.0,55.925282,17.881001,6.914528,5.171032,9.57707,2.095764,,2.507839
2026.07.31-05.08.46:525,560,PL_Level1,0.0,0.0,0.0,55.40051,18.050375,6.784302,4.972273,10.638788,2.643501,,2.525889
2026.07.31-05.08.46:544,562,PL_Level1,0.0,0.0,0.0,53.962127,18.531516,8.055524,6.032605,9.702458,2.629392,,2.544421
2026.07.31-05.08.46:561,564,PL_Level1,0.0,0.0,0.0,57.255936,17.465438,6.393196,5.256341,11.243228,2.604518,,2.561886
2026.07.31-05.08.46:580,566,PL_Level1,0.0,0.0,0.0,54.397376,18.38324,7.887604,4.658202,9.88707,3.544258,,2.580269
2026.07.31-05.08.46:598,568,PL_Level1,0.0,0.0,0.0,55.332032,18.072714,7.327509,5.239451,11.006197,2.671733,,2.598342
2026.07.31-05.08.46:617,570,PL_Level1,0.0,0.0,0.0,53.545746,18.67562,7.241269,6.40313,9.985237,2.828659,,2.617018
2026.07.31-05.08.46:634,572,PL_Level1,0.0,0.0,0.0,57.657723,17.34373,6.323038,4.984405,10.274566,3.272211,,2.634361
2026.07.31-05.08.46:651,574,PL_Level1,0.0,0.0,0.0,56.981263,17.549628,7.893281,5.112616,10.510291,3.190098,,2.651911
2026.07.31-05.08.46:670,576,PL_Level1,0.0,0.0,0.0,55.129832,18.139,7.469615,5.666553,9.963103,2.248732,,2.67005
2026.07.31-05.08.46:688,578,PL_Level1,0.0,0.0,0.0,53.376024,18.735004,7.380434,6.185689,11.66863,1.897717,,2.688785
2026.07.31-05.08.46:706,580,PL_Level1,0.0,0.0,0.0,57.342954,17.438934,6.750834,5.525458,11.035456,2.841674,,2.706224
2026.07.31-05.08.46:724,582,PL_Level1,0.0,0.0,0.0,54.423892,18.374283,8.09521,6.155485,11.543836,3.389779,,2.724598
2026.07.31-05.08.46:743,584,PL_Level1,0.0,0.0,0.0,53.250571,18.779141,8.114827,4.908812,10.321387,2.916119,,2.743377
2026.07.31-05.08.46:762,586,PL_Level1,0.0,0.0,0.0,52.202722,19.156089,8.258546,6.56018,11.716842,2.320141,,2.762533
2026.07.31-05.08.46:781,588,PL_Level1,0.0,0.0,0.0,53.816443,18.581681,7.648589,6.325059,10.850283,3.235731,,2.781115
2026.07.31-05.08.46:800,590,PL_Level1,0.0,0.0,0.0,52.544934,19.03133,8.350865,5.745841,11.207441,3.177355,,2.800146
2026.07.31-05.08.46:818,592,PL_Level1,0.0,0.0,0.0,53.736207,18.609427,7.070239,5.814966,10.637404,2.912436,,2.818756
2026.07.31-05.08.46:836,594,PL_Level1,0.0,0.0,0.0,55.732678,17.942795,7.542624,4.867545,10.586952,3.343346,,2.836699
2026.07.31-05.08.46:855,596,PL_Level1,0.0,0.0,0.0,54.000707,18.518276,7.230364,5.45909,9.63595,3.304109,,2.855217
2026.07.31-05.08.46:873,598,PL_Level1,0.0,0.0,0.0,55.047237,18.166216,7.448146,4.909789,10.197189,3.030038,,2.873383
2026.07.31-05.08.46:892,600,PL_Level1,0.0,0.0,0.0,53.380763,18.73334,8.426543,4.724505,9.865928,3.118649,,2.892117
2026.07.31-05.08.46:910,602,PL_Level1,0.0,0.0,0.0,54.517796,18.342634,8.2258,6.384893,9.941998,3.048918,,2.910459
2026.07.31-05.08.46:927,604,PL_Level1,0.0,0.0,0.0,57.257908,17.464836,7.007973,4.818804,9.067257,2.663675,,2.927924
2026.07.31-05.08.46:946,606,PL_Level1,0.0,0.0,0.0,53.812607,18.583006,7.570463,5.747925,9.883824,2.720406,,2.946507
2026.07.31-05.08.46:964,608,PL_Level1,0.0,0.0,0.0,54.87305,18.223882,8.013627,5.103143,11.249409,3.115556,,2.964731
2026.07.31-05.08.46:983,610,PL_Level1,0.0,0.0,0.0,51.911499,19.263555,8.640929,5.529838,11.220548,3.102385,,2.983994
2026.07.31-05.08.47:001,612,PL_Level1,0.0,0.0,0.0,56.50567,17.697339,7.571997,5.128267,8.911433,2.636869,,3.001692
2026.07.31-05.08.47:020,614,PL_Level1,0.0,0.0,0.0,53.477782,18.699355,6.666665,5.301354,11.561412,2.106784,,3.020391
2026.07.31-05.08.47:038,616,PL_Level1,0.0,0.0,0.0,55.739852,17.940486,6.858001,5.628647,11.417688,3.053343,,3.038332
2026.07.31-05.08.47:056,618,PL_Level1,0.0,0.0,0.0,53.952137,18.534947,8.149005,6.414827,11.71528,3.05085,,3.056867
2026.07.31-05.08.47:075,620,PL_Level1,0.0,0.0,0.0,55.029548,18.172056,7.756474,5.321931,11.329414,2.439141,,3.075039
2026.07.31-05.08.47:093,622,PL_Level1,0.0,0.0,0.0,55.096398,18.150007,7.699656,6.30409,11.776314,2.461727,,3.093189
2026.07.31-05.08.47:111,624,PL_Level1,0.0,0.0,0.0,53.391363,18.729621,7.806362,5.933164,11.012273,2.335064,,3.111918
2026.07.31-05.08.47:129,626,PL_Level1,0.0,0.0,0.0,55.690484,17.956389,7.0304,5.579295,11.570884,3.522891,,3.129875
2026.07.31-05.08.47:148,628,PL_Level1,0.0,0.0,0.0,52.899215,18.903872,7.378638,5.174186,12.142461,3.516501,,3.148779
2026.07.31-05.08.47:166,630,PL_Level1,0.0,0.0,0.0,55.192137,18.118523,7.807149,4.643634,9.910575,2.82839,,3.166897
2026.07.31-05.08.47:185,632,PL_Level1,0.0,0.0,0.0,53.429956,18.716093,7.100474,6.273512,11.782062,2.623347,,3.185613
2026.07.31-05.08.47:203,634,PL_Level1,0.0,0.0,0.0,54.532119,18.337817,7.674068,5.63701,11.348741,3.184958,,3.203951
2026.07.31-05.08.47:222,636,PL_Level1,0.0,0.0,0.0,53.309806,18.758275,7.927638,5.466938,11.562034,2.865755,,3.222709
2026.07.31-05.08.47:241,638,PL_Level1,0.0,0.0,0.0,54.075271,18.492741,8.034275,6.124736,11.732574,3.65389,,3.241202
2026.07.31-05.08.47:260,640,PL_Level1,0.0,0.0,0.0,52.388278,19.08824,7.291489,5.364903,10.644147,2.014043,,3.26029
2026.07.31-05.08.47:278,642,PL_Level1,0.0,0.0,0.0,54.374164,18.391087,7.801296,6.038929,10.29916,1.902164,,3.278681
2026.07.31-05.08.47:297,644,PL_Level1,0.0,0.0,0.0,54.074119,18.493135,6.669531,5.229792,11.022054,2.900854,,3.297174
