TrackedTotal,Untagged,UObject,CriWare,EngineMisc,Audio,Audio/AudioMixer,EngineMisc/FMsgLogf,Audio/Wwise,Audio/Wwise/Wwise Resource Loader
354.41,6.11,103.05,135.5,4.13,53.76,9.53,0.11,42.12,0.1
354.28,6.23,103.04,135.5,4.01,53.65,9.44,0.18,42.12,0.1
354.28,6.18,103.04,135.5,4.07,53.7,9.45,0.14,42.12,0.1
354.35,6.08,103.02,135.5,4.16,53.74,9.49,0.15,42.12,0.1
354.12,6.18,102.99,135.5,4.02,53.66,9.42,0.13,42.12,0.1
354.48,6.18,103.1,135.5,4.16,53.68,9.51,0.12,42.12,0.1
354.33,6.15,102.96,135.5,4.18,53.69,9.49,0.13,42.12,0.1
354.38,6.21,103.01,135.5,4.09,53.7,9.5,0.16,42.12,0.1
354.56,6.43,103.01,135.5,4.12,53.66,9.49,0.13,42.12,0.1
354.51,6.29,103.03,135.5,4.16,53.72,9.47,0.12,42.12,0.1
354.73,6.63,102.99,135.5,4.08,53.72,9.44,0.14,42.12,0.1
354.52,6.28,103.02,135.5,4.15,53.72,9.47,0.15,42.12,0.1
354.31,6.22,103.0,135.5,4.07,53.68,9.44,0.17,42.12,0.1
354.34,6.26,102.93,135.5,4.08,53.71,9.49,0.15,42.12,0.1
354.43,6.3,103.01,135.5,4.07,53.68,9.5,0.15,42.12,0.1
354.5,6.33,102.95,135.5,4.13,53.69,9.52,0.16,42.12,0.1
354.76,6.58,102.92,135.5,4.17,53.77,9.49,0.12,42.12,0.1
354.31,6.14,103.02,135.5,4.1,53.71,9.5,0.12,42.12,0.1
354.45,6.4,103.03,135.5,4.05,53.67,9.47,0.12,42.12,0.1
354.4,6.3,103.04,135.5,4.06,53.71,9.46,0.12,42.12,0.1
354.23,6.04,103.04,135.5,4.13,53.66,9.49,0.16,42.12,0.1
354.5,6.39,102.91,135.5,4.2,53.67,9.46,0.15,42.12,0.1
354.56,6.47,102.94,135.5,4.13,53.67,9.48,0.14,42.12,0.1
354.29,6.15,103.11,135.5,4.09,53.69,9.44,0.09,42.12,0.1
354.47,6.28,102.96,135.5,4.15,53.73,9.45,0.18,42.12,0.1
354.22,6.02,103.04,135.5,4.1,53.72,9.49,0.13,42.12,0.1
354.29,6.09,102.98,135.5,4.09,53.72,9.5,0.18,42.12,0.1
354.47,6.44,103.01,135.5,4.06,53.67,9.45,0.11,42.12,0.1
354.41,6.21,102.98,135.5,4.18,53.69,9.5,0.13,42.12,0.1
354.14,6.12,103.04,135.5,3.98,53.71,9.46,0.1,42.12,0.1
354.53,6.32,103.02,135.5,4.15,53.69,9.48,0.15,42.12,0.1
354.35,6.21,102.99,135.5,4.09,53.7,9.52,0.12,42.12,0.1
354.33,6.22,102.96,135.5,4.09,53.72,9.5,0.12,42.12,0.1
354.66,6.4,103.03,135.5,4.2,53.7,9.5,0.12,42.12,0.1
354.27,6.12,102.95,135.5,4.08,53.71,9.53,0.16,42.12,0.1
354.36,6.16,103.03,135.5,4.08,53.75,9.46,0.16,42.12,0.1
354.62,6.32,103.14,135.5,4.11,53.7,9.45,0.18,42.12,0.1
354.71,6.44,103.08,135.5,4.13,53.74,9.45,0.13,42.12,0.1
354.69,6.48,103.05,135.5,4.09,53.72,9.47,0.15,42.12,0.1
354.15,6.2,103.01,135.5,4.03,53.66,9.41,0.12,42.12,0.1
354.43,6.44,102.92,135.5,4.07,53.67,9.47,0.14,42.12,0.1
354.31,6.19,102.95,135.5,4.18,53.68,9.46,0.14,42.12,0.1
354.83,6.58,103.08,135.5,4.12,53.68,9.5,0.16,42.12,0.1
354.33,6.14,102.97,135.5,4.14,53.7,9.49,0.17,42.12,0.1
354.66,6.51,102.98,135.5,4.1,53.73,9.46,0.17,42.12,0.1
354.39,6.21,103.01,135.5,4.08,53.74,9.49,0.13,42.12,0.1
354.88,6.61,102.96,135.5,4.2,53.72,9.5,0.17,42.12,0.1
354.48,6.4,102.95,135.5,4.11,53.69,9.45,0.15,42.12,0.1
354.24,6.16,103.01,135.5,4.09,53.65,9.46,0.14,42.12,0.1
354.35,6.24,102.97,135.5,4.17,53.71,9.41,0.14,42.12,0.1
354.5,6.43,102.98,135.5,4.08,53.71,9.45,0.14,42.12,0.1
354.61,6.48,102.98,135.5,4.09,53.71,9.46,0.18,42.12,0.1
354.6,6.31,103.04,135.5,4.12,53.77,9.48,0.16,42.12,0.1
354.52,6.33,103.0,135.5,4.12,53.75,9.45,0.15,42.12,0.1
354.63,6.44,103.01,135.5,4.13,53.73,9.46,0.15,42.12,0.1
354.65,6.34,103.05,135.5,4.22,53.68,9.44,0.2,42.12,0.1
354.35,6.13,103.01,135.5,4.13,53.69,9.48,0.18,42.12,0.1
354.26,6.21,103.0,135.5,4.0,53.71,9.49,0.14,42.12,0.1
354.58,6.36,103.04,135.5,4.13,53.69,9.49,0.15,42.12,0.1
354.75,6.51,103.05,135.5,4.12,53.72,9.48,0.15,42.12,0.1
354.73,6.57,103.01,135.5,4.12,53.72,9.43,0.15,42.12,0.1
354.6,6.45,103.02,135.5,4.13,53.68,9.46,0.14,42.12,0.1
354.57,6.38,102.98,135.5,4.12,53.74,9.47,0.16,42.12,0.1
354.62,6.45,102.98,135.5,4.12,53.71,9.47,0.18,42.12,0.1
354.43,6.24,103.06,135.5,4.15,53.66,9.48,0.13,42.12,0.1
354.53,6.32,103.04,135.5,4.09,53.71,9.52,0.13,42.12,0.1
354.42,6.22,103.04,135.5,4.07,53.72,9.5,0.14,42.12,0.1
354.51,6.16,103.03,135.5,4.27,53.74,9.45,0.15,42.12,0.1
354.61,6.39,103.02,135.5,4.08,53.7,9.5,0.19,42.12,0.1
354.68,6.37,103.05,135.5,4.12,53.73,9.5,0.17,42.12,0.1
354.63,6.45,103.07,135.5,4.04,53.72,9.46,0.17,42.12,0.1
354.67,6.43,103.07,135.5,4.13,53.67,9.51,0.15,42.12,0.1
354.49,6.39,103.01,135.5,4.07,53.67,9.48,0.15,42.12,0.1
354.65,6.43,103.09,135.5,4.1,53.74,9.44,0.13,42.12,0.1
354.68,6.35,103.03,135.5,4.17,53.75,9.49,0.17,42.12,0.1
354.71,6.42,103.05,135.5,4.14,53.72,9.49,0.17,42.12,0.1
354.56,6.25,103.03,135.5,4.15,53.76,9.47,0.18,42.12,0.1
354.57,6.41,103.03,135.5,4.03,53.74,9.48,0.15,42.12,0.1
354.72,6.46,102.98,135.5,4.21,53.73,9.46,0.15,42.12,0.1
354.44,6.26,103.06,135.5,4.06,53.68,9.5,0.16,42.12,0.1
354.87,6.37,103.16,135.5,4.2,53.76,9.48,0.17,42.12,0.1
354.51,6.27,103.0,135.5,4.17,53.73,9.49,0.13,42.12,0.1
354.55,6.29,103.03,135.5,4.15,53.7,9.49,0.17,42.12,0.1
354.29,6.2,103.0,135.5,4.08,53.69,9.45,0.16,42.12,0.1
354.72,6.56,103.0,135.5,4.13,53.72,9.45,0.14,42.12,0.1
354.64,6.53,103.1,135.5,4.1,53.66,9.42,0.12,42.12,0.1
354.67,6.45,102.99,135.5,4.12,53.73,9.5,0.16,42.12,0.1
354.81,6.67,103.0,135.5,4.11,53.68,9.45,0.19,42.12,0.1
354.43,6.35,102.94,135.5,4.02,53.72,9.49,0.19,42.12,0.1
355.07,6.83,102.99,135.5,4.18,53.7,9.49,0.17,42.12,0.1
354.52,6.34,102.94,135.5,4.12,53.7,9.5,0.2,42.12,0.1
354.59,6.42,103.06,135.5,4.1,53.69,9.45,0.16,42.12,0.1
354.67,6.32,103.16,135.5,4.1,53.71,9.48,0.18,42.12,0.1
354.76,6.44,103.01,135.5,4.14,53.77,9.53,0.15,42.12,0.1
354.69,6.51,102.94,135.5,4.08,53.75,9.53,0.15,42.12,0.1
354.55,6.37,103.07,135.5,4.01,53.72,9.51,0.15,42.12,0.1
354.83,6.65,102.99,135.5,4.15,53.71,9.49,0.12,42.12,0.1
354.76,6.42,103.09,135.5,4.15,53.74,9.45,0.19,42.12,0.1
354.68,6.43,103.01,135.5,4.12,53.75,9.5,0.15,42.12,0.1
354.35,6.25,102.99,135.5,4.07,53.69,9.48,0.15,42.12,0.1
354.67,6.45,103.02,135.5,4.13,53.71,9.5,0.14,42.12,0.1
354.49,6.37,103.06,135.5,4.05,53.66,9.46,0.16,42.12,0.1
354.54,6.3,103.01,135.5,4.07,53.75,9.48,0.2,42.12,0.1
354.56,6.28,103.0,135.5,4.09,53.78,9.49,0.2,42.12,0.1
355.04,6.8,103.02,135.5,4.17,53.72,9.49,0.13,42.12,0.1
354.46,6.36,102.96,135.5,4.11,53.65,9.5,0.16,42.12,0.1
354.39,6.18,103.05,135.5,4.1,53.73,9.47,0.14,42.12,0.1
354.49,6.3,102.94,135.5,4.22,53.69,9.44,0.18,42.12,0.1
354.66,6.4,103.0,135.5,4.14,53.69,9.53,0.17,42.12,0.1
354.86,6.49,103.07,135.5,4.14,53.73,9.56,0.15,42.12,0.1
354.75,6.49,103.04,135.5,4.11,53.72,9.5,0.17,42.12,0.1
354.68,6.51,103.06,135.5,4.1,53.7,9.44,0.16,42.12,0.1
354.43,6.31,103.02,135.5,4.02,53.69,9.46,0.2,42.12,0.1
354.84,6.46,103.09,135.5,4.18,53.72,9.5,0.18,42.12,0.1
354.63,6.28,103.07,135.5,4.15,53.7,9.52,0.18,42.12,0.1
354.45,6.32,103.05,135.5,4.12,53.68,9.45,0.11,42.12,0.1
354.55,6.28,103.08,135.5,4.12,53.7,9.48,0.16,42.12,0.1
354.61,6.24,103.07,135.5,4.17,53.72,9.49,0.21,42.12,0.1
354.77,6.58,103.01,135.5,4.05,53.71,9.51,0.19,42.12,0.1
354.58,6.52,102.96,135.5,4.1,53.67,9.47,0.13,42.12,0.1
354.75,6.57,103.05,135.5,4.07,53.74,9.44,0.16,42.12,0.1
354.7,6.43,103.06,135.5,4.22,53.63,9.5,0.14,42.12,0.1
351.85,6.54,99.99,135.5,4.17,53.7,9.52,0.2,42.12,0.1
351.15,6.16,99.89,135.5,4.02,53.7,9.48,0.17,42.12,0.1
351.6,6.56,99.9,135.5,4.05,53.72,9.5,0.15,42.12,0.1
351.64,6.46,99.96,135.5,4.12,53.73,9.47,0.17,42.12,0.1
351.62,6.53,99.94,135.5,4.11,53.75,9.46,0.12,42.12,0.1
351.48,6.49,99.85,135.5,4.06,53.69,9.52,0.15,42.12,0.1
351.59,6.29,99.96,135.5,4.23,53.73,9.5,0.17,42.12,0.1
351.33,6.21,99.85,135.5,4.15,53.72,9.5,0.19,42.12,0.1
351.43,6.33,99.89,135.5,4.16,53.66,9.53,0.13,42.12,0.1
351.74,6.52,100.01,135.5,4.1,53.77,9.45,0.16,42.12,0.1
351.67,6.54,100.03,135.5,4.05,53.67,9.47,0.19,42.12,0.1
351.19,6.24,99.88,135.5,3.99,53.73,9.49,0.14,42.12,0.1
351.31,6.3,99.93,135.5,4.0,53.73,9.47,0.18,42.12,0.1
351.45,6.34,99.94,135.5,4.04,53.72,9.51,0.17,42.12,0.1
351.46,6.39,100.03,135.5,3.93,53.7,9.48,0.21,42.12,0.1
351.34,6.24,99.92,135.5,4.09,53.74,9.46,0.17,42.12,0.1
351.03,6.05,99.92,135.5,4.02,53.67,9.49,0.17,42.12,0.1
351.35,6.14,100.02,135.5,4.07,53.71,9.49,0.19,42.12,0.1
351.24,6.28,99.92,135.5,3.96,53.7,9.51,0.15,42.12,0.1
351.12,6.09,99.98,135.5,3.96,53.7,9.5,0.17,42.12,0.1
351.19,6.25,99.87,135.5,3.95,53.73,9.5,0.16,42.12,0.1
351.52,6.43,99.94,135.5,4.02,53.75,9.5,0.17,42.12,0.1
351.05,6.08,99.86,135.5,4.01,53.71,9.48,0.19,42.12,0.1
351.23,6.24,99.89,135.5,3.99,53.74,9.47,0.18,42.12,0.1
351.47,6.43,99.99,135.5,3.96,53.72,9.5,0.16,42.12,0.1
351.17,6.21,99.94,135.5,3.95,53.69,9.48,0.18,42.12,0.1
351.3,6.19,99.93,135.5,4.01,53.71,9.54,0.2,42.12,0.1
351.46,6.45,99.91,135.5,3.99,53.71,9.53,0.16,42.12,0.1
351.25,6.24,99.93,135.5,3.98,53.7,9.51,0.18,42.12,0.1
351.62,6.45,99.96,135.5,4.09,53.73,9.5,0.17,42.12,0.1
351.45,6.35,100.0,135.5,4.01,53.73,9.49,0.17,42.12,0.1
351.11,6.23,99.81,135.5,4.08,53.67,9.45,0.14,42.12,0.1
350.05,6.36,99.9,135.5,3.99,53.67,9.48,0.2,40.86,0.1
350.15,6.34,99.95,135.5,4.03,53.73,9.49,0.16,40.86,0.1
350.23,6.44,99.94,135.5,4.01,53.69,9.5,0.19,40.86,0.1
349.95,6.21,99.97,135.5,3.93,53.73,9.5,0.16,40.86,0.1
350.22,6.3,99.96,135.5,4.09,53.74,9.52,0.16,40.86,0.1
350.02,6.29,99.93,135.5,4.01,53.68,9.47,0.2,40.86,0.1
350.17,6.4,99.92,135.5,4.05,53.68,9.47,0.19,40.86,0.1
349.99,6.14,99.94,135.5,3.98,53.77,9.53,0.18,40.86,0.1
350.35,6.45,100.01,135.5,4.01,53.73,9.51,0.19,40.86,0.1
350.06,6.37,99.91,135.5,3.97,53.71,9.48,0.17,40.86,0.1
349.93,6.1,99.95,135.5,4.08,53.69,9.49,0.17,40.86,0.1
350.28,6.48,99.96,135.5,4.03,53.7,9.49,0.16,40.86,0.1
350.52,6.64,100.03,135.5,4.03,53.68,9.49,0.19,40.86,0.1
350.34,6.46,99.93,135.5,4.08,53.75,9.5,0.16,40.86,0.1
348.9,6.52,100.0,135.5,4.07,52.09,9.57,0.2,40.86,0.1
348.65,6.32,100.01,135.5,4.05,52.14,9.5,0.17,40.86,0.1
348.19,6.06,99.95,135.5,3.95,52.1,9.51,0.18,40.86,0.1
348.12,6.04,99.94,135.5,3.98,52.08,9.44,0.19,40.86,0.1
348.45,6.35,99.93,135.5,3.97,52.1,9.48,0.18,40.86,0.1
348.4,6.23,99.94,135.5,4.05,52.03,9.53,0.17,40.86,0.1
348.44,6.18,99.99,135.5,4.03,52.11,9.5,0.18,40.86,0.1
348.33,6.31,99.96,135.5,3.95,52.1,9.36,0.19,40.86,0.1
348.65,6.41,99.96,135.5,4.01,52.13,9.51,0.16,40.86,0.1
348.17,6.1,99.89,135.5,3.94,52.05,9.55,0.17,40.86,0.1
348.38,6.26,99.9,135.5,4.02,52.14,9.43,0.18,40.86,0.1
348.86,6.55,100.06,135.5,3.94,52.13,9.54,0.2,40.86,0.1
344.27,6.16,99.94,131.44,4.05,52.15,9.41,0.18,40.86,0.1
344.64,6.46,99.91,131.44,4.04,52.11,9.52,0.21,40.86,0.1
344.59,6.26,100.02,131.44,4.11,52.14,9.49,0.18,40.86,0.1
344.49,6.41,99.97,131.44,4.06,52.07,9.42,0.17,40.86,0.1
344.68,6.5,99.98,131.44,4.0,52.13,9.5,0.18,40.86,0.1
344.61,6.44,99.95,131.44,4.06,52.09,9.53,0.15,40.86,0.1
344.47,6.47,99.94,131.44,3.95,52.06,9.5,0.16,40.86,0.1
344.22,6.16,99.94,131.44,3.97,52.08,9.51,0.17,40.86,0.1
344.61,6.51,99.88,131.44,4.04,52.11,9.48,0.2,40.86,0.1
344.16,6.21,99.95,131.44,3.91,52.09,9.44,0.18,40.86,0.1
344.28,6.38,99.97,131.44,4.02,52.12,9.23,0.17,40.86,0.1
344.31,6.38,100.05,131.44,3.97,52.06,9.26,0.21,40.86,0.1
344.29,6.42,99.96,131.44,4.03,52.05,9.24,0.21,40.86,0.1
344.1,6.4,99.84,131.44,3.97,52.15,9.15,0.21,40.86,0.1
344.07,6.22,99.95,131.44,4.04,52.14,9.16,0.16,40.86,0.1
344.08,6.15,100.09,131.44,4.02,52.08,9.18,0.17,40.86,0.1
344.45,6.48,100.0,131.44,4.09,52.11,9.16,0.22,40.86,0.1
344.24,6.38,99.91,131.44,4.02,52.14,9.21,0.19,40.86,0.1
344.4,6.53,99.98,131.44,3.98,52.12,9.22,0.18,40.86,0.1
344.14,6.35,99.92,131.44,4.01,52.12,9.17,0.2,40.86,0.1
343.96,6.15,99.89,131.44,3.96,52.14,9.23,0.2,40.86,0.1
344.36,6.5,99.94,131.44,4.04,52.09,9.23,0.17,40.86,0.1
344.2,6.3,99.96,131.44,4.05,52.11,9.19,0.19,40.86,0.1
344.33,6.41,99.86,131.44,4.15,52.11,9.2,0.2,40.86,0.1
343.96,6.26,99.9,131.44,3.99,52.1,9.15,0.16,40.86,0.1
344.45,6.61,99.96,131.44,4.01,52.1,9.2,0.18,40.86,0.1
344.04,6.23,99.94,131.44,4.0,52.11,9.21,0.16,40.86,0.1
344.21,6.32,99.98,131.44,4.03,52.11,9.21,0.17,40.86,0.1
344.19,6.38,99.9,131.44,4.04,52.08,9.22,0.17,40.86,0.1
344.16,6.21,99.99,131.44,4.02,52.14,9.22,0.19,40.86,0.1
344.25,6.42,99.9,131.44,4.08,52.08,9.2,0.18,40.86,0.1
344.53,6.61,100.04,131.44,3.99,52.11,9.22,0.17,40.86,0.1
344.17,6.3,99.87,131.44,4.07,52.1,9.24,0.19,40.86,0.1
344.27,6.43,99.9,131.44,4.05,52.12,9.21,0.16,40.86,0.1
343.82,5.96,99.98,131.44,4.02,52.05,9.22,0.2,40.86,0.1
344.37,6.37,100.04,131.44,4.01,52.14,9.2,0.21,40.86,0.1
344.31,6.33,99.97,131.44,4.15,52.09,9.19,0.19,40.86,0.1
344.18,6.26,99.99,131.44,3.99,52.15,9.23,0.18,40.86,0.1
344.42,6.55,99.96,131.44,4.04,52.1,9.19,0.2,40.86,0.1
344.1,6.34,99.91,131.44,3.99,52.11,9.22,0.15,40.86,0.1
344.38,6.36,99.94,131.44,4.12,52.17,9.21,0.2,40.86,0.1
344.25,6.33,99.9,131.44,4.07,52.11,9.2,0.25,40.86,0.1
343.92,6.1,99.9,131.44,3.99,52.15,9.2,0.19,40.86,0.1
344.14,6.22,99.98,131.44,4.05,52.12,9.2,0.19,40.86,0.1
344.36,6.54,99.9,131.44,4.04,52.13,9.16,0.2,40.86,0.1
344.01,6.08,99.98,131.44,4.0,52.12,9.22,0.22,40.86,0.1
344.2,6.28,99.9,131.44,4.07,52.14,9.22,0.21,40.86,0.1
344.23,6.34,99.98,131.44,4.05,52.09,9.24,0.15,40.86,0.1
344.51,6.66,99.94,131.44,4.04,52.09,9.2,0.2,40.86,0.1
344.57,6.51,100.03,131.44,4.03,52.1,9.27,0.24,40.86,0.1
344.25,6.32,99.98,131.44,4.05,52.12,9.2,0.2,40.86,0.1
344.51,6.6,100.02,131.44,4.04,52.11,9.19,0.17,40.86,0.1
344.15,6.29,99.92,131.44,4.03,52.14,9.18,0.2,40.86,0.1
344.39,6.56,99.97,131.44,4.0,52.15,9.16,0.17,40.86,0.1
344.18,6.2,99.91,131.44,4.11,52.09,9.26,0.22,40.86,0.1
344.4,6.57,99.94,131.44,3.98,52.09,9.25,0.17,40.86,0.1
344.23,6.35,99.95,131.44,4.05,52.07,9.23,0.19,40.86,0.1
344.12,6.26,99.93,131.44,4.01,52.18,9.19,0.18,40.86,0.1
344.36,6.38,99.9,131.44,4.12,52.12,9.27,0.18,40.86,0.1
344.28,6.46,99.89,131.44,3.99,52.13,9.2,0.22,40.86,0.1
344.05,6.34,99.85,131.44,3.99,52.08,9.2,0.2,40.86,0.1
344.34,6.5,99.91,131.44,3.98,52.12,9.26,0.18,40.86,0.1
344.3,6.33,100.0,131.44,4.05,52.13,9.23,0.17,40.86,0.1
344.29,6.51,99.88,131.44,3.96,52.11,9.28,0.16,40.86,0.1
344.32,6.49,99.9,131.44,4.01,52.15,9.22,0.17,40.86,0.1
344.36,6.41,100.05,131.44,3.92,52.19,9.2,0.2,40.86,0.1
344.22,6.36,99.93,131.44,4.04,52.09,9.19,0.21,40.86,0.1
344.25,6.45,99.98,131.44,4.01,52.09,9.16,0.18,40.86,0.1
344.38,6.51,100.0,131.44,3.96,52.09,9.21,0.23,40.86,0.1
344.81,6.74,100.0,131.44,4.09,52.16,9.25,0.18,40.86,0.1
344.39,6.57,99.89,131.44,3.97,52.15,9.23,0.19,40.86,0.1
344.5,6.58,99.95,131.44,4.07,52.11,9.21,0.17,40.86,0.1
344.69,6.9,99.89,131.44,4.0,52.12,9.18,0.22,40.86,0.1
344.65,6.51,100.09,131.44,4.11,52.09,9.22,0.24,40.86,0.1
344.41,6.51,99.89,131.44,4.07,52.14,9.24,0.16,40.86,0.1
344.35,6.54,99.91,131.44,3.98,52.11,9.23,0.19,40.86,0.1
344.13,6.29,99.91,131.44,3.99,52.11,9.22,0.22,40.86,0.1
344.21,6.37,99.89,131.44,4.06,52.14,9.19,0.17,40.86,0.1
344.37,6.37,100.03,131.44,4.02,52.11,9.24,0.21,40.86,0.1
344.5,6.54,100.09,131.44,4.03,52.11,9.12,0.22,40.86,0.1
344.39,6.42,99.94,131.44,4.1,52.12,9.23,0.2,40.86,0.1
344.4,6.47,99.9,131.44,4.0,52.14,9.29,0.21,40.86,0.1
344.47,6.61,99.86,131.44,4.04,52.17,9.17,0.23,40.86,0.1
344.59,6.58,99.96,131.44,4.08,52.14,9.21,0.24,40.86,0.1
344.4,6.43,99.95,131.44,4.08,52.14,9.21,0.2,40.86,0.1
344.21,6.35,99.94,131.44,4.03,52.11,9.2,0.19,40.86,0.1
344.54,6.63,99.98,131.44,4.02,52.1,9.25,0.18,40.86,0.1
344.49,6.57,99.99,131.44,3.95,52.14,9.23,0.22,40.86,0.1
344.09,6.22,99.99,131.44,3.98,52.12,9.22,0.17,40.86,0.1
344.32,6.41,99.95,131.44,4.05,52.08,9.24,0.2,40.86,0.1
344.35,6.49,99.91,131.44,4.03,52.11,9.22,0.2,40.86,0.1
344.63,6.58,100.0,131.44,4.04,52.12,9.31,0.19,40.86,0.1
344.58,6.6,99.97,131.44,4.09,52.1,9.22,0.21,40.86,0.1
344.53,6.51,100.01,131.44,3.98,52.16,9.22,0.25,40.86,0.1
344.48,6.55,100.01,131.44,4.03,52.13,9.16,0.2,40.86,0.1
344.37,6.48,99.9,131.44,4.05,52.16,9.2,0.19,40.86,0.1
344.26,6.37,99.9,131.44,4.0,52.13,9.25,0.22,40.86,0.1
344.37,6.43,99.93,131.44,4.11,52.12,9.18,0.21,40.86,0.1
344.34,6.48,99.92,131.44,4.08,52.09,9.15,0.23,40.86,0.1
344.46,6.47,100.01,131.44,4.05,52.12,9.22,0.21,40.86,0.1
344.28,6.19,99.99,131.44,4.13,52.12,9.26,0.2,40.86,0.1
344.26,6.42,100.03,131.44,3.96,52.08,9.22,0.17,40.86,0.1
341.3,6.49,96.9,131.44,4.04,52.1,9.21,0.17,40.86,0.1
341.22,6.44,96.89,131.44,4.06,52.11,9.16,0.17,40.86,0.1
341.34,6.44,96.94,131.44,3.99,52.13,9.23,0.21,40.86,0.1
341.45,6.56,96.91,131.44,4.05,52.13,9.24,0.18,40.86,0.1
341.08,6.32,96.89,131.44,3.98,52.1,9.16,0.23,40.86,0.1
341.25,6.24,96.96,131.44,4.07,52.13,9.25,0.21,40.86,0.1
341.36,6.44,96.89,131.44,4.09,52.12,9.24,0.2,40.86,0.1
341.39,6.6,96.87,131.44,4.05,52.03,9.25,0.19,40.86,0.1
341.48,6.74,96.84,131.44,3.95,52.11,9.24,0.22,40.86,0.1
341.49,6.61,96.92,131.44,3.99,52.15,9.24,0.19,40.86,0.1
341.04,6.27,96.95,131.44,3.95,52.07,9.23,0.19,40.86,0.1
341.25,6.46,96.88,131.44,3.92,52.12,9.24,0.23,40.86,0.1
341.2,6.54,96.95,131.44,3.78,52.17,9.16,0.21,40.86,0.1
341.15,6.53,96.79,131.44,3.98,52.1,9.17,0.2,40.86,0.1
341.31,6.58,96.88,131.44,3.93,52.12,9.2,0.22,40.86,0.1
341.02,6.36,96.88,131.44,3.88,52.08,9.21,0.21,40.86,0.1
341.15,6.33,96.85,131.44,3.97,52.17,9.23,0.22,40.86,0.1
341.2,6.38,97.0,131.44,3.89,52.12,9.23,0.19,40.86,0.1
341.22,6.44,96.88,131.44,3.89,52.12,9.25,0.25,40.86,0.1
341.0,6.2,96.87,131.44,3.94,52.16,9.25,0.2,40.86,0.1
341.13,6.27,96.89,131.44,4.01,52.14,9.19,0.24,40.86,0.1
340.62,5.92,96.79,131.44,4.0,52.1,9.23,0.21,40.86,0.1
340.93,6.23,96.85,131.44,3.94,52.1,9.19,0.23,40.86,0.09
341.09,6.25,96.94,131.44,3.94,52.14,9.21,0.22,40.86,0.09
340.94,6.18,96.86,131.44,3.96,52.1,9.23,0.23,40.86,0.09
340.81,6.36,96.85,131.44,3.86,52.06,9.12,0.19,40.86,0.09
341.26,6.32,96.95,131.44,3.95,52.12,9.29,0.23,40.86,0.09
340.78,5.99,96.95,131.44,3.88,52.08,9.24,0.25,40.86,0.09
341.18,6.37,96.91,131.44,3.94,52.17,9.2,0.21,40.86,0.09
340.98,6.2,96.87,131.44,3.91,52.13,9.28,0.21,40.86,0.09
341.13,6.41,96.88,131.44,3.95,52.1,9.21,0.2,40.86,0.09
340.84,6.15,96.85,131.44,3.93,52.1,9.22,0.2,40.86,0.09
339.59,6.35,96.84,131.44,3.77,52.07,9.21,0.24,39.59,0.09
339.74,6.3,96.84,131.44,3.93,52.09,9.27,0.19,39.59,0.09
339.88,6.39,96.86,131.44,3.95,52.15,9.22,0.19,39.59,0.09
